2.848394e-9	-0.0009284144808650257
5.842829e-9	-0.003060529944093255
8.990791e-9	-0.00507164698356823
1.230015e-8	-0.007002921331591904
1.577919e-8	-0.008914189899951531
1.94366e-8	-0.010888525143194354
2.328153e-8	-0.013009352554072498
2.732359e-8	-0.01528245967453812
3.15729e-8	-0.017688977840699383
3.604007e-8	-0.020205810607266145
4.073628e-8	-0.022835126280188068
4.567327e-8	-0.02559439869028283
5.086338e-8	-0.028501228111339396
5.631959e-8	-0.0315605978460725
6.205556e-8	-0.034775019208591856
6.808561e-8	-0.038154113548163386
7.442483e-8	-0.041706506771851
8.108906e-8	-0.04544100820317263
8.809498e-8	-0.049367020490723695
9.54601e-8	-0.053494324136638564
1.032028e-7	-0.05783320522958759
1.113426e-7	-0.06239461077661878
1.198996e-7	-0.0671898110500906
1.288954e-7	-0.0722309077333966
1.383524e-7	-0.07753045044466834
1.482943e-7	-0.08310172099113418
1.587459e-7	-0.08895861672280742
1.697333e-7	-0.09511576296142252
1.812841e-7	-0.10158862569245682
1.934272e-7	-0.10839339928101588
2.061928e-7	-0.115547006461108
2.196129e-7	-0.12306737850001491
2.337211e-7	-0.13097334310268666
2.485526e-7	-0.13928462437978123
2.641446e-7	-0.14802206696381
2.80536e-7	-0.15720746785479361
2.977678e-7	-0.16686380052415703
3.15883e-7	-0.1770151588210445
3.349271e-7	-0.18768703709618892
3.549476e-7	-0.19890604993710606
3.759945e-7	-0.2107002122688036
3.981206e-7	-0.22309910736297975
4.21381e-7	-0.23613360653082482
4.458341e-7	-0.24983642935719505
4.715409e-7	-0.264241751276528
4.985657e-7	-0.27938559564412296
5.269761e-7	-0.2953058335147935
5.568431e-7	-0.31204223942302867
5.882415e-7	-0.3296367152299229
6.212497e-7	-0.3481331777025336
6.559502e-7	-0.36757783829065166
6.924299e-7	-0.38801937076150317
7.307799e-7	-0.4095087985801399
7.710962e-7	-0.43209988651854403
8.134795e-7	-0.45584902784263975
8.580359e-7	-0.480815635690047
9.048768e-7	-0.5070620860291063
9.541192e-7	-0.5346538845934126
1.005886e-6	-0.5636598336245177
1.060308e-6	-0.5941531509166553
1.117519e-6	-0.6262087224471481
1.177664e-6	-0.6599076947848489
1.240892e-6	-0.6953334383939195
1.307363e-6	-0.7325754668024861
1.377241e-6	-0.7717255112612236
1.450702e-6	-0.812881999044628
1.52793e-6	-0.8561478077696205
1.609117e-6	-0.9016302601848917
1.694466e-6	-0.9494427987407154
1.784192e-6	-0.9997055385365009
1.878518e-6	-1.0525430182643314
1.97768e-6	-1.1080869915198686
2.081926e-6	-1.166475855332603
2.191517e-6	-1.2278551972195906
2.306727e-6	-1.292377780001682
2.427844e-6	-1.3602040842590155
2.55517e-6	-1.4315022878960575
2.689025e-6	-1.5064504821490052
2.829743e-6	-1.5852344039798993
2.977675e-6	-1.6680490839173865
3.133192e-6	-1.7551004879986762
3.296683e-6	-1.846604354459501
3.468556e-6	-1.9427867032027695
3.649241e-6	-2.043885456069647
3.83919e-6	-2.1501503683280014
4.038877e-6	-2.261842949546141
4.248803e-6	-2.379239168138207
4.469493e-6	-2.5026276657901176
4.701497e-6	-2.6323101930955843
4.945396e-6	-2.7686048191475776
5.2018e-6	-2.9118446446280424
5.471351e-6	-3.062379282592894
5.754721e-6	-3.2205735148849444
6.052621e-6	-3.3868120534066635
6.365794e-6	-3.561495325394583
6.695023e-6	-3.7450435825921726
7.041133e-6	-3.9378976000503254
7.404988e-6	-4.140516523008606
7.787498e-6	-4.353381209077368
8.18962e-6	-4.576994133287257
8.612359e-6	-4.811879189791568
9.056773e-6	-5.058583593961205
9.523972e-6	-5.317676307839263
1.001512e-5	-5.5897479730546955
1.053146e-5	-5.875423372957266
1.107427e-5	-6.175335472947627
1.164491e-5	-6.490149586964449
1.22448e-5	-6.820549054230142
1.287545e-5	-7.167249264063408
1.353844e-5	-7.530983698839909
1.423542e-5	-7.912500592770686
1.496813e-5	-8.312569990689438
1.573841e-5	-8.731984601525765
1.654819e-5	-9.1715489991868
1.739948e-5	-9.632068101074037
1.829442e-5	-10.11436711361304
1.923524e-5	-10.619261542423942
2.02243e-5	-11.14756909955754
2.126407e-5	-11.700087719206788
2.235716e-5	-12.27759852044663
2.350628e-5	-12.880829577617089
2.471432e-5	-13.510480570432165
2.59843e-5	-14.167175952604953
2.731939e-5	-14.851451927596207
2.872293e-5	-15.56373933982014
3.019844e-5	-16.304336792074473
3.174959e-5	-17.07335885789469
3.338028e-5	-17.87073341396135
3.509457e-5	-18.696117595702848
3.689676e-5	-19.548880093574216
3.879134e-5	-20.428011486114386
4.078307e-5	-21.33208649801904
4.287691e-5	-22.25914544249597
4.50781e-5	-23.206632911301032
4.739215e-5	-24.171282182221756
4.982485e-5	-25.148996462271324
5.238227e-5	-26.134715533087086
5.507082e-5	-27.122298075923432
5.789721e-5	-28.104365575785856
6.086851e-5	-29.07220122007855
6.399215e-5	-30.01566600026256
6.727595e-5	-30.923218246377466
7.072811e-5	-31.782081277007727
7.435726e-5	-32.578693885128864
7.817249e-5	-33.299556291722176
8.218333e-5	-33.932566180331506
8.639981e-5	-34.468864654344856
9.083247e-5	-34.904768699244144
9.54924e-5	-35.243175290459774
0.0001003912	-35.49349496669437
0.0001055413	-35.669917263267564
0.0001109553	-35.78857701262157
0.000116647	-35.86491098321194
0.0001226304	-35.91190647685984
0.0001289207	-35.93955381621623
0.0001355334	-35.954968604744586
0.0001424852	-35.96294124475684
0.0001497935	-35.96655142973864
0.0001574764	-35.96768086390931
0.0001655532	-35.96743632946094
