        r(a.u)         P(1s)         Q(1s)         P(2s)         Q(2s)        P(2p-)        Q(2p-)         P(2p)         Q(2p)         P(3s)         Q(3s)        P(3p-)        Q(3p-)         P(3p)         Q(3p)        P(3d-)        Q(3d-)         P(3d)         Q(3d)         P(4s)         Q(4s)        P(4p-)        Q(4p-)         P(4p)         Q(4p)        P(4d-)        Q(4d-)         P(4d)         Q(4d)         P(5s)         Q(5s)        P(5p-)        Q(5p-)         P(5p)         Q(5p)
  4.243862E-06  5.121647E-03 -3.801877E-05  1.781287E-03 -1.324222E-05  2.353260E-06  3.008547E-04  8.758414E-08 -3.906452E-10  8.029866E-04 -5.970752E-06  1.108951E-06  1.417471E-04  4.169336E-08 -1.859979E-10  1.046666E-11  2.229903E-09  4.649207E-13 -1.481425E-15  3.695209E-04 -2.747764E-06  4.940207E-07  6.314366E-05  1.852291E-08 -8.263559E-11  4.379099E-12  9.329324E-10  1.941330E-13 -6.186049E-16  1.478906E-04 -1.099727E-06  1.764341E-07  2.255091E-05  6.532969E-09 -2.914549E-11
  4.463349E-06  5.386482E-03 -4.205136E-05  1.873396E-03 -1.464680E-05  2.602871E-06  3.164116E-04  9.687732E-08 -4.544246E-10  8.445081E-04 -6.604060E-06  1.226578E-06  1.490766E-04  4.611727E-08 -2.163652E-10  1.217554E-11  2.466509E-09  5.408486E-13 -1.812414E-15  3.886284E-04 -3.039215E-06  5.464216E-07  6.640874E-05  2.048830E-08 -9.612725E-11  5.094072E-12  1.031922E-09  2.258376E-13 -7.568175E-16  1.555378E-04 -1.216373E-06  1.951485E-07  2.371700E-05  7.226155E-09 -3.390398E-11
  4.694089E-06  5.664886E-03 -4.650953E-05  1.970224E-03 -1.619962E-05  2.878826E-06  3.327656E-04  1.071520E-07 -5.285816E-10  8.881572E-04 -7.304205E-06  1.356619E-06  1.567818E-04  5.100841E-08 -2.516735E-10  1.416248E-11  2.728104E-09  6.291369E-13 -2.217159E-15  4.087149E-04 -3.361425E-06  6.043530E-07  6.984113E-05  2.266127E-08 -1.118141E-10  5.925380E-12  1.141366E-09  2.627034E-13 -9.258284E-16  1.635769E-04 -1.345330E-06  2.158381E-07  2.494283E-05  7.992552E-09 -3.943673E-11
  4.936659E-06  5.957556E-03 -5.143808E-05  2.072013E-03 -1.791627E-05  3.183898E-06  3.499575E-04  1.185116E-07 -6.148003E-10  9.340427E-04 -8.078221E-06  1.500381E-06  1.648817E-04  5.641603E-08 -2.927248E-10  1.647261E-11  3.017321E-09  7.317934E-13 -2.712060E-15  4.298307E-04 -3.717630E-06  6.683967E-07  7.344938E-05  2.506368E-08 -1.300525E-10  6.891905E-12  1.262367E-09  3.055688E-13 -1.132486E-15  1.720279E-04 -1.487892E-06  2.387106E-07  2.623147E-05  8.839876E-09 -4.586938E-11
  5.191665E-06  6.265220E-03 -5.688645E-05  2.179017E-03 -1.981398E-05  3.521148E-06  3.680302E-04  1.310705E-07 -7.150378E-10  9.822791E-04 -8.933875E-06  1.659307E-06  1.733966E-04  6.239452E-08 -3.404509E-10  1.915837E-11  3.337071E-09  8.511517E-13 -3.317159E-15  4.520282E-04 -4.111406E-06  7.391957E-07  7.724250E-05  2.771972E-08 -1.512564E-10  8.015589E-12  1.396142E-09  3.554083E-13 -1.385160E-15  1.809119E-04 -1.645492E-06  2.639957E-07  2.758613E-05  9.776651E-09 -5.334797E-11
  5.459747E-06  6.588645E-03 -6.290932E-05  2.291503E-03 -2.191179E-05  3.893960E-06  3.870288E-04  1.449549E-07 -8.315682E-10  1.032987E-03 -9.879752E-06  1.834991E-06  1.823478E-04  6.900403E-08 -3.959346E-10  2.228069E-11  3.690570E-09  9.899239E-13 -4.056946E-15  4.753630E-04 -4.546702E-06  8.174603E-07  8.122994E-05  3.065609E-08 -1.759068E-10  9.321924E-12  1.544037E-09  4.133542E-13 -1.694076E-15  1.902509E-04 -1.819709E-06  2.919470E-07  2.901019E-05  1.081230E-08 -6.204213E-11
  5.741573E-06  6.928638E-03 -6.956705E-05  2.409751E-03 -2.423073E-05  4.306072E-06  4.070006E-04  1.603045E-07 -9.670335E-10  1.086292E-03 -1.092533E-05  2.029195E-06  1.917574E-04  7.631101E-08 -4.604336E-10  2.591038E-11  4.081373E-09  1.151262E-12 -4.961344E-15  4.998930E-04 -5.027883E-06  9.039752E-07  8.542163E-05  3.390233E-08 -2.045626E-10  1.084053E-11  1.707538E-09  4.807227E-13 -2.071729E-15  2.000684E-04 -2.012290E-06  3.228449E-07  3.050719E-05  1.195724E-08 -7.214901E-11
  6.037848E-06  7.286046E-03 -7.692637E-05  2.534056E-03 -2.679403E-05  4.761615E-06  4.279953E-04  1.772736E-07 -1.124503E-09  1.142327E-03 -1.208110E-05  2.243865E-06  2.016490E-04  8.438893E-08 -5.354097E-10  3.012968E-11  4.513407E-09  1.338829E-12 -6.066914E-15  5.256796E-04 -5.559770E-06  9.996075E-07  8.982803E-05  3.749107E-08 -2.378731E-10  1.260583E-11  1.888290E-09  5.590434E-13 -2.533387E-15  2.103888E-04 -2.225165E-06  3.569989E-07  3.208088E-05  1.322297E-08 -8.389761E-11
  6.349314E-06  7.661758E-03 -8.506094E-05  2.664727E-03 -2.962737E-05  5.265150E-06  4.500653E-04  1.960327E-07 -1.307544E-09  1.201232E-03 -1.335861E-05  2.481151E-06  2.120473E-04  9.331896E-08 -6.225607E-10  3.503416E-11  4.991016E-09  1.556881E-12 -7.418321E-15  5.527867E-04 -6.147688E-06  1.105315E-06  9.446009E-05  4.145837E-08 -2.765928E-10  1.465779E-11  2.088109E-09  6.500937E-13 -3.097699E-15  2.212377E-04 -2.460465E-06  3.947510E-07  3.373516E-05  1.462223E-08 -9.755399E-11
  6.676750E-06  8.056711E-03 -9.405216E-05  2.802089E-03 -3.275908E-05  5.821716E-06  4.732655E-04  2.167702E-07 -1.520297E-09  1.263154E-03 -1.477066E-05  2.743427E-06  2.229780E-04  1.031908E-07 -7.238591E-10  4.073483E-11  5.518996E-09  1.810366E-12 -9.070132E-15  5.812820E-04 -6.797519E-06  1.222155E-06  9.932937E-05  4.584409E-08 -3.215979E-10  1.704287E-11  2.309002E-09  7.559392E-13 -3.787453E-15  2.326421E-04 -2.720544E-06  4.364792E-07  3.547416E-05  1.616906E-08 -1.134272E-10
  7.020973E-06  8.471886E-03 -1.039899E-04  2.946485E-03 -3.622049E-05  6.436879E-06  4.976536E-04  2.396945E-07 -1.767576E-09  1.328246E-03 -1.633137E-05  3.033317E-06  2.344684E-04  1.141036E-07 -8.415961E-10  4.736066E-11  6.102651E-09  2.105032E-12 -1.108901E-14  6.112364E-04 -7.515762E-06  1.351296E-06  1.044480E-04  5.069228E-08 -3.739064E-10  1.981503E-11  2.553188E-09  8.789805E-13 -4.630484E-15  2.446305E-04 -3.008004E-06  4.826007E-07  3.730219E-05  1.787900E-08 -1.318764E-10
  7.382845E-06  8.908317E-03 -1.149736E-04  3.098273E-03 -4.004617E-05  7.116788E-06  5.232902E-04  2.650357E-07 -2.054971E-09  1.396671E-03 -1.805632E-05  3.353718E-06  2.465470E-04  1.261670E-07 -9.784334E-10  5.506145E-11  6.747841E-09  2.447560E-12 -1.355638E-14  6.427243E-04 -8.309593E-06  1.494030E-06  1.098286E-04  5.605162E-08 -4.347008E-10  2.303693E-11  2.823118E-09  1.022007E-12 -5.660793E-15  2.572327E-04 -3.325716E-06  5.335764E-07  3.922382E-05  1.976922E-08 -1.533185E-10
  7.763270E-06  9.367087E-03 -1.271127E-04  3.257832E-03 -4.427433E-05  7.868231E-06  5.502392E-04  2.930482E-07 -2.388974E-09  1.468598E-03 -1.996274E-05  3.707828E-06  2.592440E-04  1.395020E-07 -1.137462E-09  6.401119E-11  7.461043E-09  2.845713E-12 -1.657169E-14  6.758239E-04 -9.186936E-06  1.651781E-06  1.154847E-04  6.197590E-08 -5.053545E-10  2.678137E-11  3.121503E-09  1.188260E-12 -6.919911E-15  2.704799E-04 -3.676851E-06  5.899154E-07  4.124381E-05  2.185869E-08 -1.782380E-10
  8.163201E-06  9.849337E-03 -1.405284E-04  3.425556E-03 -4.894712E-05  8.698706E-06  5.785673E-04  3.240131E-07 -2.777125E-09  1.544206E-03 -2.206965E-05  4.099182E-06  2.725907E-04  1.542425E-07 -1.322273E-09  7.441198E-11  8.249413E-09  3.308511E-12 -2.025643E-14  7.106176E-04 -1.015654E-05  1.826123E-06  1.214302E-04  6.852457E-08 -5.874626E-10  3.113291E-11  3.451336E-09  1.381507E-12 -8.458562E-15  2.844051E-04 -4.064913E-06  6.521797E-07  4.336717E-05  2.416839E-08 -2.071974E-10
  8.583636E-06  1.035626E-02 -1.553543E-04  3.601862E-03 -5.411112E-05  9.616492E-06  6.083450E-04  3.582410E-07 -3.228182E-09  1.623683E-03 -2.439803E-05  4.531680E-06  2.866204E-04  1.705363E-07 -1.537035E-09  8.649851E-11  9.120860E-09  3.846438E-12 -2.475894E-14  7.471916E-04 -1.122807E-05  2.018794E-06  1.276800E-04  7.576333E-08 -6.828775E-10  3.618974E-11  3.815926E-09  1.606125E-12 -1.033870E-14  2.990429E-04 -4.493767E-06  7.209901E-07  4.559919E-05  2.672147E-08 -2.408502E-10
  9.025627E-06  1.088912E-02 -1.717381E-04  3.787188E-03 -5.981773E-05  1.063073E-05  6.396461E-04  3.960753E-07 -3.752315E-09  1.707226E-03 -2.697107E-05  5.009629E-06  3.013678E-04  1.885468E-07 -1.786590E-09  1.005433E-10  1.008412E-08  4.471673E-12 -3.026041E-14  7.856367E-04 -1.241220E-05  2.231713E-06  1.342495E-04  8.376479E-08 -7.937505E-10  4.206590E-11  4.218931E-09  1.867199E-12 -1.263597E-14  3.144295E-04 -4.967685E-06  7.970319E-07  4.794540E-05  2.954356E-08 -2.799550E-10
  9.490280E-06  1.144924E-02 -1.898427E-04  3.981992E-03 -6.612371E-05  1.175151E-05  6.725481E-04  4.378952E-07 -4.361330E-09  1.795042E-03 -2.981436E-05  5.537785E-06  3.168695E-04  2.084547E-07 -2.076560E-09  1.168629E-10  1.114886E-08  5.198370E-12 -3.698205E-14  8.260481E-04 -1.372069E-05  2.466998E-06  1.411549E-04  9.260916E-08 -9.225793E-10  4.889379E-11  4.664390E-09  2.170640E-12 -1.544275E-14  3.306030E-04 -5.491378E-06  8.810615E-07  5.041160E-05  3.266294E-08 -3.253928E-10
  9.978756E-06  1.203799E-02 -2.098479E-04  4.186758E-03 -7.309170E-05  1.298996E-05  7.071324E-04  4.841199E-07 -5.068937E-09  1.887349E-03 -3.295614E-05  6.121397E-06  3.331638E-04  2.304594E-07 -2.413473E-09  1.358248E-10  1.232575E-08  6.042975E-12 -4.519398E-14  8.685259E-04 -1.516655E-05  2.726988E-06  1.484135E-04  1.023851E-07 -1.072264E-09  5.682716E-11  5.156769E-09  2.523314E-12 -1.887184E-14  3.476036E-04 -6.070049E-06  9.739140E-07  5.300392E-05  3.611088E-08 -3.781864E-10
  1.049228E-05  1.265684E-02 -2.319522E-04  4.401991E-03 -8.079082E-05  1.435839E-05  7.434848E-04  5.352127E-07 -5.891052E-09  1.984374E-03 -3.642758E-05  6.766256E-06  3.502912E-04  2.547815E-07 -2.804907E-09  1.578555E-10  1.362658E-08  7.024596E-12 -5.522601E-14  9.131751E-04 -1.676412E-05  3.014263E-06  1.560432E-04  1.131906E-07 -1.246171E-09  6.604450E-11  5.701001E-09  2.933202E-12 -2.306096E-14  3.654732E-04 -6.709438E-06  1.076511E-06  5.572874E-05  3.992193E-08 -4.395233E-10
  1.103213E-05  1.330732E-02 -2.563746E-04  4.628224E-03 -8.929734E-05  1.587036E-05  7.816948E-04  5.916853E-07 -6.846150E-09  2.086357E-03 -4.026307E-05  7.478755E-06  3.682937E-04  2.816646E-07 -3.259658E-09  1.834503E-10  1.506438E-08  8.165436E-12 -6.748072E-14  9.601061E-04 -1.852923E-05  3.331671E-06  1.640627E-04  1.251338E-07 -1.448209E-09  7.675300E-11  6.302538E-09  3.409573E-12 -2.817821E-14  3.842560E-04 -7.415880E-06  1.189870E-06  5.859282E-05  4.413426E-08 -5.107818E-10
  1.159965E-05  1.399103E-02 -2.833566E-04  4.866013E-03 -9.869542E-05  1.754083E-05  8.218568E-04  6.541033E-07 -7.955672E-09  2.193550E-03 -4.450054E-05  8.265947E-06  3.872160E-04  3.113779E-07 -3.787935E-09  2.131840E-10  1.665355E-08  9.491293E-12 -8.244957E-14  1.009435E-03 -2.047933E-05  3.682353E-06  1.724920E-04  1.383344E-07 -1.682913E-09  8.919317E-11  6.967404E-09  3.963199E-12 -3.442882E-14  4.039984E-04 -8.196363E-06  1.315112E-06  6.160321E-05  4.879006E-08 -5.935617E-10
  1.219628E-05  1.470965E-02 -3.131648E-04  5.115946E-03 -1.090779E-04  1.938630E-05  8.640698E-04  7.230914E-07 -9.244503E-09  2.306217E-03 -4.918186E-05  9.135611E-06  4.071045E-04  3.442188E-07 -4.401587E-09  2.477238E-10  1.841000E-08  1.103214E-11 -1.007324E-13  1.061282E-03 -2.263370E-05  4.069775E-06  1.813517E-04  1.529245E-07 -1.955548E-09  1.036441E-10  7.702255E-09  4.606597E-12 -4.206324E-14  4.247489E-04 -9.058595E-06  1.453475E-06  6.476733E-05  5.393594E-08 -6.897197E-10
  1.282350E-05  1.546496E-02 -3.460929E-04  5.378636E-03 -1.205470E-04  2.142500E-05  9.084375E-04  7.993402E-07 -1.074152E-08  2.424635E-03 -5.435317E-05  1.009633E-05  4.280082E-04  3.805161E-07 -5.114361E-09  2.878438E-10  2.035130E-08  1.282280E-11 -1.230611E-13  1.115776E-03 -2.501355E-05  4.497759E-06  1.906636E-04  1.690501E-07 -2.272221E-09  1.204297E-10  8.514444E-09  5.354307E-12 -5.138714E-14  4.465586E-04 -1.001108E-05  1.606325E-06  6.809296E-05  5.962339E-08 -8.014099E-10
  1.348287E-05  1.625880E-02 -3.824650E-04  5.654730E-03 -1.332158E-04  2.367699E-05  9.550690E-04  8.836122E-07 -1.248021E-08  2.549095E-03 -6.006535E-05  1.115756E-05  4.499785E-04  4.206328E-07 -5.942206E-09  3.344421E-10  2.249687E-08  1.490373E-11 -1.503289E-13  1.173050E-03 -2.764232E-05  4.970520E-06  2.004506E-04  1.868725E-07 -2.640018E-09  1.399258E-10  9.412096E-09  6.223225E-12 -6.277349E-14  4.694811E-04 -1.106318E-05  1.775167E-06  7.158827E-05  6.590931E-08 -9.311316E-10
  1.417605E-05  1.709313E-02 -4.226381E-04  5.944902E-03 -1.472084E-04  2.616440E-05  1.004078E-03  9.767502E-07 -1.449944E-08  2.679902E-03 -6.637448E-05  1.232972E-05  4.730692E-04  4.649700E-07 -6.903623E-09  3.885607E-10  2.486818E-08  1.732194E-11 -1.836257E-13  1.233245E-03 -3.054581E-05  5.492703E-06  2.107368E-04  2.065700E-07 -3.067159E-09  1.625683E-10  1.040419E-08  7.232976E-12 -7.667735E-14  4.935725E-04 -1.222523E-05  1.961659E-06  7.526182E-05  7.285654E-08 -1.081784E-09
  1.490477E-05  1.796998E-02 -4.670056E-04  6.249865E-03 -1.626621E-04  2.891161E-05  1.055586E-03  1.079685E-06 -1.684427E-08  2.817376E-03 -7.334236E-05  1.362433E-05  4.973367E-04  5.139709E-07 -8.020066E-09  4.514080E-10  2.748891E-08  2.013204E-11 -2.242806E-13  1.296509E-03 -3.375245E-05  6.069428E-06  2.215471E-04  2.283394E-07 -3.563175E-09  1.888627E-10  1.150063E-08  8.406366E-12 -9.365379E-14  5.188918E-04 -1.350861E-05  2.167630E-06  7.912260E-05  8.053453E-08 -1.256728E-09
  1.567085E-05  1.889149E-02 -5.160011E-04  6.570360E-03 -1.797277E-04  3.194551E-05  1.109717E-03  1.193446E-06 -1.956694E-08  2.961852E-03 -8.103704E-05  1.505402E-05  5.228403E-04  5.681251E-07 -9.316413E-09  5.243853E-10  3.038526E-08  2.339747E-11 -2.739149E-13  1.362994E-03 -3.729358E-05  6.706335E-06  2.329082E-04  2.523982E-07 -4.139119E-09  2.193954E-10  1.271239E-08  9.769885E-12 -1.143798E-13  5.455008E-04 -1.492586E-05  2.395094E-06  8.318004E-05  8.902000E-08 -1.459863E-09
  1.647621E-05  1.985991E-02 -5.701017E-04  6.907169E-03 -1.985715E-04  3.529567E-05  1.166603E-03  1.319167E-06 -2.272802E-08  3.113681E-03 -8.953349E-05  1.663275E-05  5.496420E-04  6.279734E-07 -1.082150E-08  6.091171E-10  3.358615E-08  2.719194E-11 -3.345058E-13  1.432863E-03 -4.120368E-05  7.409637E-06  2.448474E-04  2.789867E-07 -4.807803E-09  2.548459E-10  1.405156E-08  1.135431E-11 -1.396810E-13  5.734641E-04 -1.649079E-05  2.646271E-06  8.744399E-05  9.839768E-08 -1.695707E-09
  1.732287E-05  2.087759E-02 -6.298326E-04  7.261108E-03 -2.193765E-04  3.899467E-05  1.226382E-03  1.458105E-06 -2.639770E-08  3.273234E-03 -9.891418E-05  1.837587E-05  5.778070E-04  6.941131E-07 -1.256875E-08  7.074863E-10  3.712353E-08  3.160107E-11 -4.084635E-13  1.506287E-03 -4.552072E-05  8.186170E-06  2.573940E-04  3.083703E-07 -5.584074E-09  2.960022E-10  1.553150E-08  1.319539E-11 -1.705638E-13  6.028497E-04 -1.821858E-05  2.923601E-06  9.192483E-05  1.087612E-07 -1.969497E-09
  1.821293E-05  2.194698E-02 -6.957719E-04  7.633035E-03 -2.423438E-04  4.307835E-05  1.289200E-03  1.611646E-06 -3.065728E-08  3.440894E-03 -1.092699E-04  2.030027E-05  6.074032E-04  7.672040E-07 -1.459687E-08  8.216747E-10  4.103269E-08  3.672431E-11 -4.987258E-13  1.583441E-03 -5.028646E-05  9.043460E-06  2.705782E-04  3.408421E-07 -6.485132E-09  3.437770E-10  1.716699E-08  1.533466E-11 -2.082551E-13  6.337287E-04 -2.012595E-05  3.229773E-06  9.663337E-05  1.202138E-07 -2.287300E-09
  1.914862E-05  2.307068E-02 -7.685548E-04  8.023846E-03 -2.676950E-04  4.758614E-05  1.355207E-03  1.781319E-06 -3.560096E-08  3.617067E-03 -1.207004E-04  2.242453E-05  6.385022E-04  8.479750E-07 -1.695070E-08  9.542095E-10  4.535259E-08  4.267722E-11 -6.088729E-13  1.664513E-03 -5.554684E-05  9.989783E-06  2.844317E-04  3.767258E-07 -7.530902E-09  3.992277E-10  1.897432E-08  1.782037E-11 -2.542497E-13  6.661755E-04 -2.223129E-05  3.567742E-06  1.015810E-04  1.328699E-07 -2.656141E-09
  2.013229E-05  2.425137E-02 -8.488798E-04  8.434480E-03 -2.956732E-04  5.256137E-05  1.424562E-03  1.968816E-06 -4.133777E-08  3.802177E-03 -1.333155E-04  2.476906E-05  6.711786E-04  9.372307E-07 -1.968218E-08  1.108017E-09  5.012629E-08  4.959398E-11 -7.432661E-13  1.749697E-03 -6.135233E-05  1.103424E-05  2.989880E-04  4.163790E-07 -8.744448E-09  4.635786E-10  2.097151E-08  2.070854E-11 -3.103688E-13  7.002681E-04 -2.455480E-05  3.940757E-06  1.067796E-04  1.468555E-07 -3.084158E-09
  2.116640E-05  2.549189E-02 -9.375140E-04  8.865919E-03 -3.265456E-04  5.805166E-05  1.497431E-03  2.176004E-06 -4.799390E-08  3.996665E-03 -1.472355E-04  2.735631E-05  7.055106E-04  1.035860E-06 -2.285137E-08  1.286485E-09  5.540132E-08  5.763049E-11 -9.072170E-13  1.839197E-03 -6.775838E-05  1.218682E-05  3.142817E-04  4.601965E-07 -1.015246E-08  5.382471E-10  2.317844E-08  2.406428E-11 -3.788305E-13  7.360880E-04 -2.711867E-05  4.352389E-06  1.122415E-04  1.623098E-07 -3.580764E-09
  2.225352E-05  2.679518E-02 -1.035299E-03  9.319191E-03 -3.606054E-04  6.410929E-05  1.573987E-03  2.404944E-06 -5.571534E-08  4.200994E-03 -1.625927E-04  3.021091E-05  7.415799E-04  1.144844E-06 -2.652778E-08  1.493533E-09  6.123016E-08  6.696780E-11 -1.107192E-12  1.933226E-03 -7.482584E-05  1.345850E-05  3.303494E-04  5.086143E-07 -1.178583E-08  6.248729E-10  2.561707E-08  2.796318E-11 -4.623350E-13  7.737206E-04 -2.994725E-05  4.806556E-06  1.179799E-04  1.793865E-07 -4.156851E-09
  2.339638E-05  2.816435E-02 -1.143159E-03  9.795370E-03 -3.981744E-04  7.079161E-05  1.654413E-03  2.657913E-06 -6.467087E-08  4.415650E-03 -1.795321E-04  3.335990E-05  7.794721E-04  1.265266E-06 -3.079179E-08  1.733693E-09  6.767076E-08  7.781621E-11 -1.351061E-12  2.032007E-03 -8.262144E-05  1.486133E-05  3.472292E-04  5.621138E-07 -1.368026E-08  7.253527E-10  2.831165E-08  3.249306E-11 -5.641686E-13  8.132549E-04 -3.306725E-05  5.307560E-06  1.240083E-04  1.982556E-07 -4.825012E-09
  2.459784E-05  2.960260E-02 -1.262105E-03  1.029558E-02 -4.396050E-04  7.816149E-05  1.738897E-03  2.937422E-06 -7.505555E-08  4.641138E-03 -1.982127E-04  3.683289E-05  8.192764E-04  1.398323E-06 -3.573626E-08  2.012206E-09  7.478710E-08  9.041995E-11 -1.648398E-12  2.135773E-03 -9.121832E-05  1.640849E-05  3.649607E-04  6.212263E-07 -1.587700E-08  8.418786E-10  3.128894E-08  3.775590E-11 -6.883289E-13  8.547843E-04 -3.650795E-05  5.860114E-06  1.303408E-04  2.191044E-07 -5.599802E-09
  2.586090E-05  3.111332E-02 -1.393244E-03  1.082099E-02 -4.852829E-04  8.628780E-05  1.827637E-03  3.246247E-06 -8.709465E-08  4.877987E-03 -2.188084E-04  4.066235E-05  8.610861E-04  1.545335E-06 -4.146846E-08  2.335125E-09  8.264981E-08  1.050627E-10 -2.010844E-12  2.244766E-03 -1.006965E-04  1.811446E-05  3.835855E-04  6.865386E-07 -1.842372E-08  9.769833E-10  3.457849E-08  4.387013E-11 -8.396770E-13  8.984059E-04 -4.030138E-05  6.469380E-06  1.369924E-04  2.421399E-07 -6.498026E-09
  2.718871E-05  3.270003E-02 -1.537789E-03  1.137282E-02 -5.356301E-04  9.524587E-05  1.920840E-03  3.587448E-06 -1.010482E-07  5.126746E-03 -2.415094E-04  4.488377E-05  9.049984E-04  1.707760E-06 -4.811219E-08  2.709438E-09  9.133683E-08  1.220737E-10 -2.452546E-12  2.359241E-03 -1.111436E-04  1.999503E-05  4.031470E-04  7.586981E-07 -2.137541E-08  1.133591E-09  3.821291E-08  5.097330E-11 -1.024120E-12  9.442213E-04 -4.448259E-05  7.141008E-06  1.439786E-04  2.675903E-07 -7.539086E-09
  2.858460E-05  3.436637E-02 -1.697062E-03  1.195235E-02 -5.911075E-04  1.051180E-04  2.018722E-03  3.964405E-06 -1.172160E-07  5.387991E-03 -2.665235E-04  4.953595E-05  9.511149E-04  1.887205E-06 -5.581022E-08  3.143209E-09  1.009342E-07  1.418356E-10 -2.990687E-12  2.479462E-03 -1.226553E-04  2.206751E-05  4.236903E-04  8.384196E-07 -2.479551E-08  1.315075E-09  4.222819E-08  5.922511E-11 -1.248834E-12  9.923362E-04 -4.908984E-05  7.881170E-06  1.513153E-04  2.957077E-07 -8.745352E-09
  3.005207E-05  3.611619E-02 -1.872505E-03  1.256091E-02 -6.522176E-04  1.159942E-04  2.121506E-03  4.380847E-06 -1.359437E-07  5.662321E-03 -2.940774E-04  5.466124E-05  9.995412E-04  2.085447E-06 -6.472707E-08  3.645733E-09  1.115368E-07  1.647925E-10 -3.646126E-12  2.605704E-03 -1.353357E-04  2.435075E-05  4.452626E-04  9.264914E-07 -2.875712E-08  1.525323E-09  4.666406E-08  6.881102E-11 -1.522529E-12  1.042861E-03 -5.416488E-05  8.696604E-06  1.590196E-04  3.267704E-07 -1.014261E-08
  3.159477E-05  3.795345E-02 -2.065691E-03  1.319987E-02 -7.195079E-04  1.279722E-04  2.229426E-03  4.840887E-06 -1.576290E-07  5.950359E-03 -3.244179E-04  6.030578E-05  1.050387E-03  2.304443E-06 -7.505216E-08  4.227714E-09  1.232495E-07  1.914600E-10 -4.444164E-12  2.738253E-03 -1.492985E-04  2.686531E-05  4.679129E-04  1.023784E-06 -3.334438E-08  1.768816E-09  5.156433E-08  7.994635E-11 -1.855769E-12  1.095911E-03 -5.975317E-05  9.594653E-06  1.671088E-04  3.610851E-07 -1.176053E-08
  3.321657E-05  3.988229E-02 -2.278327E-03  1.387068E-02 -7.935734E-04  1.411586E-04  2.342726E-03  5.349065E-06 -1.827295E-07  6.252753E-03 -3.578133E-04  6.651980E-05  1.103768E-03  2.546354E-06 -8.700330E-08  4.901472E-09  1.361878E-07  2.224369E-10 -5.415465E-12  2.877410E-03 -1.646672E-04  2.963356E-05  4.916921E-04  1.131256E-06 -3.865406E-08  2.050707E-09  5.697735E-08  9.288109E-11 -2.261360E-12  1.151604E-03 -6.590413E-05  1.058330E-05  1.756012E-04  3.989903E-07 -1.363325E-08
  3.492152E-05  4.190700E-02 -2.512266E-03  1.457484E-02 -8.750597E-04  1.556693E-04  2.461657E-03  5.910385E-06 -2.117705E-07  6.570176E-03 -3.945547E-04  7.335782E-05  1.159801E-03  2.813563E-06 -1.008307E-07  5.681163E-09  1.504791E-07  2.584181E-10 -6.597164E-12  3.023483E-03 -1.815758E-04  3.267980E-05  5.166532E-04  1.249968E-06 -4.479735E-08  2.376919E-09  6.295644E-08  1.079055E-10 -2.754807E-12  1.210066E-03 -7.267138E-05  1.167123E-05  1.845158E-04  4.408595E-07 -1.579998E-08
  3.671388E-05  4.403206E-02 -2.769516E-03  1.531389E-02 -9.646658E-04  1.716294E-04  2.586481E-03  6.530368E-06 -2.453550E-07  6.903329E-03 -4.349573E-04  8.087894E-05  1.218612E-03  3.108698E-06 -1.168214E-07  6.583040E-09  1.662639E-07  3.002105E-10 -8.034183E-12  3.176793E-03 -2.001693E-04  3.603034E-05  5.428512E-04  1.381086E-06 -5.190174E-08  2.754252E-09  6.956040E-08  1.253563E-10 -3.354870E-12  1.271424E-03 -8.011296E-05  1.286784E-05  1.938720E-04  4.871043E-07 -1.830569E-08
  3.859814E-05  4.626208E-02 -3.052241E-03  1.608943E-02 -1.063146E-03  1.891747E-04  2.717470E-03  7.215101E-06 -2.841735E-07  7.252934E-03 -4.793612E-04  8.914703E-05  1.280327E-03  3.434656E-06 -1.353042E-07  7.625730E-09  1.836973E-07  3.487505E-10 -9.780808E-12  3.337676E-03 -2.206042E-04  3.971365E-05  5.703431E-04  1.525898E-06 -6.011332E-08  3.190499E-09  7.685407E-08  1.456248E-10 -4.084217E-12  1.335813E-03 -8.829155E-05  1.418330E-05  2.036904E-04  5.381789E-07 -2.120191E-08
  4.057901E-05  4.860185E-02 -3.362774E-03  1.690314E-02 -1.171313E-03  2.084512E-04  2.854906E-03  7.971294E-06 -3.290154E-07  7.619744E-03 -5.281329E-04  9.823095E-05  1.345079E-03  3.794631E-06 -1.566549E-07  8.830554E-09  2.029501E-07  4.051251E-10 -1.190256E-11  3.506475E-03 -2.430491E-04  4.376041E-05  5.991880E-04  1.685822E-06 -6.959911E-08  3.694581E-09  8.490891E-08  1.691647E-10 -4.970205E-12  1.403370E-03 -9.727460E-05  1.562855E-05  2.139920E-04  5.945837E-07 -2.454754E-08
  4.266143E-05  5.105634E-02 -3.703616E-03  1.775674E-02 -1.290039E-03  2.296159E-04  2.999080E-03  8.806342E-06 -3.807818E-07  8.004534E-03 -5.816651E-04  1.082047E-04  1.413005E-03  4.192144E-06 -1.813027E-07  1.022187E-08  2.242105E-07  4.705958E-10 -1.447838E-11  3.683548E-03 -2.676849E-04  4.820358E-05  6.294469E-04  1.862423E-06 -8.054972E-08  4.276686E-09  9.380372E-08  1.965027E-10 -6.045807E-12  1.474239E-03 -1.071345E-04  1.721538E-05  2.247985E-04  6.568703E-07 -2.840981E-08
