        r(a.u)         P(1s)         Q(1s)         P(2s)         Q(2s)        P(2p-)        Q(2p-)         P(2p)         Q(2p)         P(3s)         Q(3s)        P(3p-)        Q(3p-)         P(3p)         Q(3p)        P(3d-)        Q(3d-)         P(3d)         Q(3d)         P(4s)         Q(4s)        P(4p-)        Q(4p-)         P(4p)         Q(4p)        P(4d-)        Q(4d-)         P(4d)         Q(4d)         P(5s)         Q(5s)        P(5p-)        Q(5p-)         P(5p)         Q(5p)
  7.759712E-04  7.467631E-01 -1.521140E-01  2.591675E-01 -5.337333E-02  1.232897E-02  4.430610E-02  2.599201E-03 -2.581334E-04  1.167933E-01 -2.409119E-02  5.813729E-03  2.086847E-02  1.237133E-03 -1.230646E-04  9.455913E-06  6.640911E-05  2.621936E-06 -1.725114E-07  5.374274E-02 -1.108937E-02  2.590266E-03  9.295662E-03  5.495986E-04 -5.468960E-05  3.956735E-06  2.778315E-05  1.094802E-06 -7.205254E-08  2.150877E-02 -4.438451E-03  9.251061E-04  3.319787E-03  1.938406E-04 -1.928981E-05
  8.157580E-04  7.802450E-01 -1.590247E-01  2.707516E-01 -5.582244E-02  1.307405E-02  4.632333E-02  2.863899E-03 -2.844003E-04  1.220113E-01 -2.519824E-02  6.165232E-03  2.181819E-02  1.363107E-03 -1.355975E-04  1.058269E-05  7.318767E-05  3.040169E-06 -2.000043E-07  5.614356E-02 -1.159911E-02  2.746890E-03  9.718670E-03  6.055620E-04 -6.026012E-05  4.428247E-06  3.061901E-05  1.269436E-06 -8.353653E-08  2.246960E-02 -4.642482E-03  9.810448E-04  3.470855E-03  2.135785E-04 -2.125468E-05
  8.575847E-04  8.151363E-01 -1.662216E-01  2.828193E-01 -5.837548E-02  1.386952E-02  4.842865E-02  3.155380E-03 -3.133211E-04  1.274468E-01 -2.635243E-02  6.540521E-03  2.280934E-02  1.501827E-03 -1.493984E-04  1.184962E-05  8.065460E-05  3.524987E-06 -2.318688E-07  5.864446E-02 -1.213056E-02  2.914114E-03  1.016013E-02  6.671869E-04 -6.639433E-05  4.958412E-06  3.374284E-05  1.471873E-06 -9.684683E-08  2.347048E-02 -4.855208E-03  1.040769E-03  3.628512E-03  2.353132E-04 -2.341837E-05
  9.015559E-04  8.514874E-01 -1.737151E-01  2.953874E-01 -6.103647E-02  1.471929E-02  5.062556E-02  3.476328E-03 -3.451610E-04  1.331074E-01 -2.755559E-02  6.941433E-03  2.384356E-02  1.654567E-03 -1.645941E-04  1.327494E-05  8.887924E-05  4.086963E-06 -2.687979E-07  6.124889E-02 -1.268459E-02  3.092756E-03  1.062076E-02  7.350403E-04 -7.314870E-05  5.554857E-06  3.718366E-05  1.706526E-06 -1.122730E-07  2.451280E-02 -5.076969E-03  1.104572E-03  3.793017E-03  2.592447E-04 -2.580082E-05
  9.477816E-04  8.893496E-01 -1.815157E-01  3.084730E-01 -6.380950E-02  1.562756E-02  5.291764E-02  3.829689E-03 -3.802114E-04  1.390007E-01 -2.880961E-02  7.369960E-03  2.492253E-02  1.822730E-03 -1.813242E-04  1.487934E-05  9.793785E-05  4.738342E-06 -3.115940E-07  6.396035E-02 -1.326205E-02  3.283703E-03  1.110132E-02  8.097449E-04 -8.058529E-05  6.226243E-06  4.097337E-05  1.978509E-06 -1.301503E-07  2.559795E-02 -5.308113E-03  1.172769E-03  3.964638E-03  2.855925E-04 -2.842392E-05
  9.963773E-04  9.287749E-01 -1.896340E-01  3.220931E-01 -6.669879E-02  1.659892E-02  5.530859E-02  4.218700E-03 -4.187921E-04  1.451344E-01 -3.011642E-02  7.828258E-03  2.604797E-02  2.007856E-03 -1.997419E-04  1.668632E-05  1.079142E-04  5.493305E-06 -3.611860E-07  6.678240E-02 -1.386384E-02  3.487918E-03  1.160258E-02  8.919845E-04 -8.877225E-05  6.982411E-06  4.514701E-05  2.293744E-06 -1.508668E-07  2.672734E-02 -5.548996E-03  1.245705E-03  4.143648E-03  3.145978E-04 -3.131171E-05
  1.047465E-03  9.698160E-01 -1.980809E-01  3.362653E-01 -6.970861E-02  1.763831E-02  5.780217E-02  4.646916E-03 -4.612543E-04  1.515163E-01 -3.147797E-02  8.318668E-03  2.722166E-02  2.211634E-03 -2.200155E-04  1.872261E-05  1.189005E-04  6.368273E-06 -4.186492E-07  6.971857E-02 -1.449087E-02  3.706441E-03  1.212531E-02  9.825101E-04 -9.778442E-05  7.834542E-06  4.974313E-05  2.659086E-06 -1.748720E-07  2.790242E-02 -5.799982E-03  1.323752E-03  4.330330E-03  3.465255E-04 -3.449059E-05
  1.101171E-03  1.012526E+00 -2.068671E-01  3.510068E-01 -7.284334E-02  1.875111E-02  6.040227E-02  5.118238E-03 -5.079833E-04  1.581541E-01 -3.289628E-02  8.843723E-03  2.844540E-02  2.435922E-03 -2.423297E-04  2.101861E-05  1.309979E-04  7.382262E-06 -4.852282E-07  7.277244E-02 -1.514406E-02  3.940404E-03  1.267034E-02  1.082146E-03 -1.077040E-04  8.795356E-06  5.480407E-05  3.082474E-06 -2.026860E-07  2.912459E-02 -6.061442E-03  1.407313E-03  4.524970E-03  3.816663E-04 -3.798956E-05
  1.157631E-03  1.056959E+00 -2.160037E-01  3.663351E-01 -7.610741E-02  1.994314E-02  6.311286E-02  5.636951E-03 -5.594018E-04  1.650556E-01 -3.437339E-02  9.406173E-03  2.972106E-02  2.682754E-03 -2.668871E-04  2.360887E-05  1.443176E-04  8.557284E-06 -5.623635E-07  7.594759E-02 -1.582435E-02  4.191030E-03  1.323847E-02  1.191797E-03 -1.186211E-04  9.879319E-06  6.037635E-05  3.573101E-06 -2.349107E-07  3.039529E-02 -6.333753E-03  1.496825E-03  4.727865E-03  4.203393E-04 -4.184042E-05
  1.216986E-03  1.103168E+00 -2.255016E-01  3.822675E-01 -7.950533E-02  2.122073E-02  6.593800E-02  6.207751E-03 -6.159737E-04  1.722285E-01 -3.591138E-02  1.000900E-02  3.105052E-02  2.954367E-03 -2.939102E-04  2.653275E-05  1.589818E-04  9.918821E-06 -6.517216E-07  7.924755E-02 -1.653271E-02  4.459648E-03  1.383056E-02  1.312455E-03 -1.306348E-04  1.110290E-05  6.651108E-05  4.141605E-06 -2.722427E-07  3.171594E-02 -6.617302E-03  1.592763E-03  4.939314E-03  4.628946E-04 -4.607811E-05
  1.279384E-03  1.151207E+00 -2.353718E-01  3.988212E-01 -8.304166E-02  2.259072E-02  6.888181E-02  6.835795E-03 -6.782072E-04  1.796805E-01 -3.751234E-02  1.065543E-02  3.243573E-02  3.253212E-03 -3.236431E-04  2.983505E-05  1.751247E-04  1.149637E-05 -7.552312E-07  8.267583E-02 -1.727011E-02  4.747699E-03  1.444747E-02  1.445210E-03 -1.438536E-04  1.248484E-05  7.326437E-05  4.800302E-06 -3.154881E-07  3.308793E-02 -6.912477E-03  1.695642E-03  5.159624E-03  5.097160E-04 -5.074091E-05
  1.344982E-03  1.201130E+00 -2.456251E-01  4.160133E-01 -8.672100E-02  2.406055E-02  7.194852E-02  7.526736E-03 -7.466599E-04  1.874191E-01 -3.917841E-02  1.134898E-02  3.387864E-02  3.581975E-03 -3.563532E-04  3.356679E-05  1.928935E-04  1.332406E-05 -8.751229E-07  8.623589E-02 -1.803753E-02  5.056744E-03  1.509007E-02  1.591255E-03 -1.583966E-04  1.404651E-05  8.069783E-05  5.563444E-06 -3.655791E-07  3.451266E-02 -7.219673E-03  1.806019E-03  5.389107E-03  5.612247E-04 -5.587084E-05
  1.413942E-03  1.252990E+00 -2.562724E-01  4.338601E-01 -9.054799E-02  2.563827E-02  7.514240E-02  8.286769E-03 -8.219424E-04  1.954516E-01 -4.091174E-02  1.209344E-02  3.538125E-02  3.943604E-03 -3.923340E-04  3.778614E-05  2.124500E-04  1.544140E-05 -1.013977E-06  8.993110E-02 -1.883597E-02  5.388477E-03  1.575924E-02  1.751898E-03 -1.743944E-04  1.581224E-05  8.887910E-05  6.447523E-06 -4.235944E-07  3.599147E-02 -7.539288E-03  1.924499E-03  5.628080E-03  6.178821E-04 -6.151396E-05
  1.486438E-03  1.306839E+00 -2.673242E-01  4.523780E-01 -9.452728E-02  2.733263E-02  7.846780E-02  9.122688E-03 -9.047238E-04  2.037853E-01 -4.271448E-02  1.289294E-02  3.694558E-02  4.341326E-03 -4.319069E-04  4.255938E-05  2.339715E-04  1.789408E-05 -1.174778E-06  9.376472E-02 -1.966642E-02  5.744736E-03  1.645588E-02  1.928574E-03 -1.919900E-04  1.780976E-05  9.788239E-05  7.471621E-06 -4.907813E-07  3.752567E-02 -7.871723E-03  2.051739E-03  5.876864E-03  6.801940E-04 -6.772075E-05
  1.562652E-03  1.362729E+00 -2.787911E-01  4.715823E-01 -9.866352E-02  2.915311E-02  8.192911E-02  1.004193E-02 -9.957368E-04  2.124268E-01 -4.458880E-02  1.375195E-02  3.857368E-02  4.778679E-03 -4.754242E-04  4.796211E-05  2.576528E-04  2.073498E-05 -1.360975E-06  9.773989E-02 -2.052990E-02  6.127512E-03  1.718090E-02  2.122853E-03 -2.113402E-04  2.007073E-05  1.077891E-04  8.657811E-06 -5.685822E-07  3.911650E-02 -8.217379E-03  2.188450E-03  6.135781E-03  7.487144E-04 -7.454654E-05
  1.642772E-03  1.420710E+00 -2.906829E-01  4.914880E-01 -1.029613E-01  3.110999E-02  8.553075E-02  1.105265E-02 -1.095783E-03  2.213827E-01 -4.653686E-02  1.467533E-02  4.026759E-02  5.259536E-03 -5.232716E-04  5.408057E-05  2.837073E-04  2.402525E-05 -1.576557E-06  1.018596E-01 -2.142739E-02  6.538967E-03  1.793522E-02  2.336456E-03 -2.326168E-04  2.263124E-05  1.186886E-04  1.003162E-05 -6.586644E-07  4.076516E-02 -8.576657E-03  2.335403E-03  6.405158E-03  8.240499E-04 -8.205190E-05
  1.727001E-03  1.480829E+00 -3.030095E-01  5.121087E-01 -1.074253E-01  3.321443E-02  8.927719E-02  1.216377E-02 -1.205740E-03  2.306591E-01 -4.856081E-02  1.566831E-02  4.202938E-02  5.788136E-03 -5.758713E-04  6.101317E-05  3.123691E-04  2.783559E-05 -1.826134E-06  1.061265E-01 -2.235990E-02  6.981443E-03  1.871974E-02  2.571265E-03 -2.560077E-04  2.553245E-05  1.306788E-04  1.162258E-05 -7.629554E-07  4.247275E-02 -8.949957E-03  2.493435E-03  6.685322E-03  9.068644E-04 -9.030317E-05
  1.815548E-03  1.543133E+00 -3.157801E-01  5.334573E-01 -1.120600E-01  3.547852E-02  9.317288E-02  1.338504E-02 -1.326568E-03  2.402615E-01 -5.066276E-02  1.673662E-02  4.386112E-02  6.369118E-03 -6.336856E-04  6.887222E-05  3.438950E-04  3.224778E-05 -2.115034E-06  1.105433E-01 -2.332842E-02  7.457478E-03  1.953539E-02  2.829341E-03 -2.817189E-04  2.882139E-05  1.438670E-04  1.346483E-05 -8.836828E-07  4.424028E-02 -9.337674E-03  2.663454E-03  6.976599E-03  9.978847E-04 -9.937298E-05
  1.908635E-03  1.607666E+00 -3.290033E-01  5.555453E-01 -1.168699E-01  3.791536E-02  9.722228E-02  1.472715E-02 -1.459316E-03  2.501948E-01 -5.284482E-02  1.788642E-02  4.576485E-02  7.007555E-03 -6.972199E-04  7.778598E-05  3.785660E-04  3.735635E-05 -2.449412E-06  1.151121E-01 -2.433390E-02  7.969825E-03  2.038307E-02  3.112935E-03 -3.099753E-04  3.255172E-05  1.583708E-04  1.559783E-05 -1.023420E-06  4.606864E-02 -9.740196E-03  2.846441E-03  7.279317E-03  1.097905E-03 -1.093407E-04
  2.006495E-03  1.674466E+00 -3.426872E-01  5.783826E-01 -1.218591E-01  4.053917E-02  1.014298E-01  1.620177E-02 -1.605130E-03  2.604632E-01 -5.510901E-02  1.912440E-02  4.774264E-02  7.708993E-03 -7.670270E-04  8.790092E-05  4.166902E-04  4.327055E-05 -2.836377E-06  1.198349E-01 -2.537730E-02  8.521466E-03  2.126370E-02  3.424512E-03 -3.410231E-04  3.678474E-05  1.743190E-04  1.806720E-05 -1.185141E-06  4.795861E-02 -1.015790E-02  3.043462E-03  7.593796E-03  1.207794E-03 -1.202933E-04
  2.109372E-03  1.743572E+00 -3.568390E-01  6.019774E-01 -1.270320E-01  4.336535E-02  1.057999E-01  1.782166E-02 -1.765262E-03  2.710701E-01 -5.745732E-02  2.045784E-02  4.979647E-02  8.479492E-03 -8.437110E-04  9.938434E-05  4.586049E-04  5.011664E-05 -3.284140E-06  1.247132E-01 -2.645955E-02  9.115632E-03  2.217816E-02  3.766762E-03 -3.751316E-04  4.159047E-05  1.918527E-04  2.092565E-05 -1.372279E-06  4.991078E-02 -1.059117E-02  3.255670E-03  7.920355E-03  1.328501E-03 -1.323257E-04
  2.217524E-03  1.815014E+00 -3.714649E-01  6.263357E-01 -1.323924E-01  4.641057E-02  1.103368E-01  1.960076E-02 -1.941078E-03  2.820180E-01 -5.989165E-02  2.189456E-02  5.192832E-02  9.325670E-03 -9.279316E-04  1.124274E-04  5.046792E-04  5.804049E-05 -3.802182E-06  1.297481E-01 -2.758152E-02  9.755822E-03  2.312732E-02  4.142624E-03 -4.125945E-04  4.704889E-05  2.111263E-04  2.423408E-05 -1.588799E-06  5.192560E-02 -1.104034E-02  3.484317E-03  8.259305E-03  1.461062E-03 -1.455415E-04
  2.331221E-03  1.888820E+00 -3.865703E-01  6.514616E-01 -1.379441E-01  4.969290E-02  1.150448E-01  2.155428E-02 -2.134071E-03  2.933082E-01 -6.241378E-02  2.344309E-02  5.414011E-02  1.025475E-02 -1.020409E-03  1.272485E-04  5.553170E-04  6.721060E-05 -4.401444E-06  1.349401E-01 -2.874405E-02  1.044583E-02  2.411204E-02  4.555304E-03 -4.537330E-04  5.325144E-05  2.323087E-04  2.806284E-05 -1.839278E-06  5.400329E-02 -1.150576E-02  3.730753E-03  8.610948E-03  1.606609E-03 -1.600542E-04
  2.450747E-03  1.965012E+00 -4.021591E-01  6.773561E-01 -1.436905E-01  5.323190E-02  1.199279E-01  2.369883E-02 -2.345864E-03  3.049408E-01 -6.502541E-02  2.511263E-02  5.643369E-02  1.127461E-02 -1.121930E-03  1.440975E-04  6.109601E-04  7.782154E-05 -5.094554E-06  1.402893E-01 -2.994793E-02  1.118974E-02  2.513312E-02  5.008302E-03 -4.988974E-04  6.030260E-05  2.555846E-04  3.249315E-05 -2.128997E-06  5.614386E-02 -1.198774E-02  3.996444E-03  8.975575E-03  1.766374E-03 -1.759872E-04
  2.576401E-03  2.043605E+00 -4.182342E-01  7.040176E-01 -1.496347E-01  5.704872E-02  1.249900E-01  2.605250E-02 -2.578230E-03  3.169146E-01 -6.772807E-02  2.691313E-02  5.881081E-02  1.239385E-02 -1.233352E-03  1.632595E-04  6.720913E-04  9.009799E-05 -5.896078E-06  1.457951E-01 -3.119388E-02  1.199200E-02  2.619135E-02  5.505432E-03 -5.484696E-04  6.832179E-05  2.811559E-04  3.761882E-05 -2.464052E-06  5.834706E-02 -1.248657E-02  4.282973E-03  9.353463E-03  1.941704E-03 -1.934755E-04
  2.708498E-03  2.124605E+00 -4.347966E-01  7.314407E-01 -1.557795E-01  6.116627E-02  1.302349E-01  2.863502E-02 -2.833096E-03  3.292268E-01 -7.052314E-02  2.885537E-02  6.127313E-02  1.362181E-02 -1.355608E-03  1.850611E-04  7.392381E-04  1.042992E-04 -6.822818E-06  1.514561E-01 -3.248254E-02  1.285740E-02  2.728745E-02  6.050849E-03 -6.028663E-04  7.744556E-05  3.092433E-04  4.354809E-05 -2.851472E-06  6.061233E-02 -1.300251E-02  4.592051E-03  9.744872E-03  2.134063E-03 -2.126660E-04
  2.847367E-03  2.208013E+00 -4.518459E-01  7.596167E-01 -1.621271E-01  6.560928E-02  1.356660E-01  3.146788E-02 -3.112561E-03  3.418726E-01 -7.341180E-02  3.095097E-02  6.382218E-02  1.496870E-02 -1.489716E-03  2.098751E-04  8.129769E-04  1.207245E-04 -7.894141E-06  1.572701E-01 -3.381449E-02  1.379112E-02  2.842209E-02  6.649075E-03 -6.625412E-04  8.783001E-05  3.400876E-04  5.040589E-05 -3.299361E-06  6.293881E-02 -1.353579E-02  4.925530E-03  1.015004E-02  2.345046E-03 -2.337188E-04
  2.993357E-03  2.293819E+00 -4.693795E-01  7.885324E-01 -1.686794E-01  7.040450E-02  1.412866E-01  3.457446E-02 -3.418908E-03  3.548457E-01 -7.639501E-02  3.321250E-02  6.645934E-02  1.644559E-02 -1.636784E-03  2.381282E-04  8.939363E-04  1.397190E-04 -9.132375E-06  1.632341E-01 -3.519017E-02  1.479876E-02  2.959589E-02  7.305032E-03 -7.279880E-04  9.965364E-05  3.739518E-04  5.833631E-05 -3.817062E-06  6.532525E-02 -1.408660E-02  5.285407E-03  1.056919E-02  2.576390E-03 -2.568083E-04
  3.146832E-03  2.382002E+00 -4.873930E-01  8.181700E-01 -1.754375E-01  7.558080E-02  1.470995E-01  3.798018E-02 -3.754613E-03  3.681371E-01 -7.947349E-02  3.565352E-02  6.918584E-02  1.806453E-02 -1.798017E-03  2.703081E-04  9.828024E-04  1.616809E-04 -1.056324E-05  1.693439E-01 -3.660993E-02  1.588635E-02  3.080936E-02  8.024068E-03 -7.997442E-04  1.131205E-04  4.111227E-04  6.750554E-05 -4.415342E-06  6.777001E-02 -1.465506E-02  5.673838E-03  1.100250E-02  2.829979E-03 -2.821240E-04
  3.308175E-03  2.472532E+00 -5.058794E-01  8.485065E-01 -1.824019E-01  8.116934E-02  1.531071E-01  4.171267E-02 -4.122370E-03  3.817358E-01 -8.264766E-02  3.828867E-02  7.200267E-02  1.983862E-02 -1.974722E-03  3.069725E-04  1.080323E-03  1.870690E-04 -1.221636E-05  1.755943E-01 -3.807398E-02  1.706041E-02  3.206295E-02  8.811993E-03 -8.783936E-04  1.284641E-04  4.519129E-04  7.810517E-05 -5.106600E-06  7.027100E-02 -1.524127E-02  6.093148E-03  1.145012E-02  3.107863E-03 -3.098722E-04
  3.477791E-03  2.565363E+00 -5.248293E-01  8.795131E-01 -1.895726E-01  8.720372E-02  1.593116E-01  4.580192E-02 -4.525094E-03  3.956279E-01 -8.591762E-02  4.113370E-02  7.491062E-02  2.178206E-02 -2.168321E-03  3.487591E-04  1.187313E-03  2.164124E-04 -1.412585E-05  1.819789E-01 -3.958238E-02  1.832795E-02  3.335699E-02  9.675110E-03 -9.645705E-04  1.459511E-04  4.966630E-04  9.035600E-05 -5.905116E-06  7.282561E-02 -1.584525E-02  6.545844E-03  1.191219E-02  3.412264E-03 -3.402765E-04
  3.656103E-03  2.660439E+00 -5.442302E-01  9.111548E-01 -1.969483E-01  9.372014E-02  1.657143E-01  5.028047E-02 -4.965949E-03  4.097965E-01 -8.928309E-02  4.420559E-02  7.791022E-02  2.391025E-02 -2.380357E-03  3.963970E-04  1.304659E-03  2.503204E-04 -1.633096E-05  1.884899E-01 -4.113503E-02  1.969652E-02  3.469170E-02  1.062025E-02 -1.058963E-03  1.658866E-04  5.457439E-04  1.045124E-04 -6.827326E-06  7.543071E-02 -1.646696E-02  7.034621E-03  1.238877E-02  3.745593E-03 -3.735801E-04
  3.843557E-03  2.757688E+00 -5.640667E-01  9.433893E-01 -2.045273E-01  1.007576E-01  1.723164E-01  5.518357E-02 -5.448356E-03  4.242217E-01 -9.274342E-02  4.752260E-02  8.100171E-02  2.623986E-02 -2.612499E-03  4.507198E-04  1.433327E-03  2.894949E-04 -1.887685E-05  1.951178E-01 -4.273164E-02  2.117426E-02  3.606716E-02  1.165482E-02 -1.162318E-03  1.886195E-04  5.995589E-04  1.208674E-04 -7.892140E-06  7.808255E-02 -1.710629E-02  7.562381E-03  1.287989E-02  4.110459E-03 -4.100462E-04
  4.040622E-03  2.857019E+00 -5.843200E-01  9.761672E-01 -2.123065E-01  1.083579E-01  1.791179E-01  6.054939E-02 -5.976017E-03  4.388797E-01 -9.629746E-02  5.110436E-02  8.418496E-02  2.878895E-02 -2.866559E-03  5.126805E-04  1.574365E-03  3.347440E-04 -2.181545E-05  2.018517E-01 -4.437171E-02  2.276988E-02  3.748330E-02  1.278683E-02 -1.275442E-03  2.145484E-04  6.585465E-04  1.397582E-04 -9.121305E-06  8.077671E-02 -1.776304E-02  8.132242E-03  1.338553E-02  4.509685E-03 -4.499602E-04
  4.247791E-03  2.958327E+00 -6.049677E-01  1.009430E+00 -2.202819E-01  1.165663E-01  1.861186E-01  6.641921E-02 -6.552926E-03  4.537430E-01 -9.994357E-02  5.497191E-02  8.745952E-02  3.157702E-02 -3.144492E-03  5.833684E-04  1.728914E-03  3.869975E-04 -2.520643E-05  2.086788E-01 -4.605451E-02  2.449277E-02  3.893990E-02  1.402492E-02 -1.399211E-03  2.441291E-04  7.231832E-04  1.615728E-04 -1.053982E-05  8.350807E-02 -1.843692E-02  8.747548E-03  1.390560E-02  4.946322E-03 -4.936307E-04
  4.465582E-03  3.061485E+00 -6.259834E-01  1.043112E+00 -2.284480E-01  1.254309E-01  1.933172E-01  7.283761E-02 -7.183397E-03  4.687798E-01 -1.036796E-01  5.914786E-02  9.082449E-02  3.462511E-02 -3.448414E-03  6.640281E-04  1.898210E-03  4.473249E-04 -2.911836E-05  2.155843E-01 -4.777903E-02  2.635296E-02  4.043651E-02  1.537843E-02 -1.534570E-03  2.778822E-04  7.939856E-04  1.867578E-04 -1.217641E-05  8.627069E-02 -1.912752E-02  9.411886E-03  1.443995E-02  5.423663E-03 -5.413913E-04
  4.694539E-03  3.166346E+00 -6.473363E-01  1.077134E+00 -2.367983E-01  1.350036E-01  2.007115E-01  7.985269E-02 -7.872071E-03  4.839539E-01 -1.075026E-01  6.365638E-02  9.427852E-02  3.795593E-02 -3.780606E-03  7.560820E-04  2.083596E-03  5.169560E-04 -3.362996E-05  2.225513E-01 -4.954401E-02  2.836120E-02  4.197252E-02  1.685743E-02 -1.682537E-03  3.164029E-04  8.715144E-04  2.158263E-04 -1.406406E-05  8.905781E-02 -1.983435E-02  1.012909E-02  1.498835E-02  5.945255E-03 -5.936022E-04
  4.935235E-03  3.272742E+00 -6.689912E-01  1.111411E+00 -2.453244E-01  1.453399E-01  2.082984E-01  8.751627E-02 -8.623947E-03  4.992238E-01 -1.114093E-01  6.852333E-02  9.781973E-02  4.159390E-02 -4.143528E-03  8.611547E-04  2.286523E-03  5.973040E-04 -3.883156E-05  2.295606E-01 -5.134786E-02  3.052899E-02  4.354705E-02  1.847275E-02 -1.844214E-03  3.603707E-04  9.563765E-04  2.493682E-04 -1.624063E-05  9.186172E-02 -2.055677E-02  1.090328E-02  1.555049E-02  6.514917E-03 -6.506516E-04
  5.188272E-03  3.380481E+00 -6.909081E-01  1.145842E+00 -2.540164E-01  1.564991E-01  2.160735E-01  9.588412E-02 -9.444389E-03  5.145427E-01 -1.153952E-01  7.377630E-02  1.014457E-01  4.556528E-02 -4.539827E-03  9.811016E-04  2.508565E-03  6.899922E-04 -4.482678E-05  2.365905E-01 -5.318865E-02  3.286860E-02  4.515898E-02  2.023602E-02 -2.020784E-03  4.105618E-04  1.049229E-03  2.880608E-04 -1.874956E-05  9.467370E-02 -2.129400E-02  1.173881E-02  1.612597E-02  7.136754E-03 -7.129578E-04
  5.454282E-03  3.489343E+00 -7.130417E-01  1.180316E+00 -2.628629E-01  1.685444E-01  2.240315E-01  1.050161E-01 -1.033915E-02  5.298582E-01 -1.194555E-01  7.944473E-02  1.051534E-01  4.989825E-02 -4.972345E-03  1.118041E-03  2.751422E-03  7.968842E-04 -5.173439E-05  2.436166E-01 -5.506407E-02  3.539310E-02  4.680692E-02  2.215975E-02 -2.213520E-03  4.678622E-04  1.150782E-03  3.326817E-04 -2.164063E-05  9.748398E-02 -2.204513E-02  1.264036E-02  1.671428E-02  7.815168E-03 -7.809700E-04
  5.733931E-03  3.599086E+00 -7.353413E-01  1.214708E+00 -2.718502E-01  1.815433E-01  2.321656E-01  1.149766E-01 -1.131440E-02  5.451114E-01 -1.235841E-01  8.555991E-02  1.089390E-01  5.462299E-02 -5.444137E-03  1.274390E-03  3.016929E-03  9.201183E-04 -5.969042E-05  2.506115E-01 -5.697141E-02  3.811637E-02  4.848914E-02  2.425729E-02 -2.423788E-03  5.332829E-04  1.261801E-03  3.841233E-04 -2.497090E-05  1.002816E-01 -2.280908E-02  1.361289E-02  1.731481E-02  8.554875E-03 -8.551709E-04
  6.027918E-03  3.709435E+00 -7.577505E-01  1.248881E+00 -2.809628E-01  1.955675E-01  2.404675E-01  1.258343E-01 -1.237672E-02  5.602368E-01 -1.277742E-01  9.215505E-02  1.127981E-01  5.977178E-02 -5.958471E-03  1.452907E-03  3.307067E-03  1.062146E-03 -6.885061E-05  2.575450E-01 -5.890753E-02  4.105318E-02  5.020361E-02  2.654295E-02 -2.653052E-03  6.079773E-04  1.383114E-03  4.434086E-04 -2.880569E-05  1.030544E-01 -2.358457E-02  1.466166E-02  1.792682E-02  9.360913E-03 -9.360776E-04
  6.336978E-03  3.820090E+00 -7.802067E-01  1.282679E+00 -2.901827E-01  2.106933E-01  2.489275E-01  1.376627E-01 -1.353313E-02  5.751622E-01 -1.320179E-01  9.926536E-02  1.167255E-01  6.537906E-02 -6.518841E-03  1.656736E-03  3.623968E-03  1.225779E-03 -7.939313E-05  2.643832E-01 -6.086879E-02  4.421914E-02  5.194790E-02  2.903198E-02 -2.902880E-03  6.932607E-04  1.515611E-03  5.117099E-04 -3.321975E-05  1.057889E-01 -2.437017E-02  1.579225E-02  1.854945E-02  1.023866E-02 -1.024243E-03
  6.661884E-03  3.930716E+00 -8.026412E-01  1.315933E+00 -2.994897E-01  2.270013E-01  2.575339E-01  1.505403E-01 -1.479111E-02  5.898073E-01 -1.363061E-01  1.069280E-01  1.207148E-01  7.148150E-02 -7.128980E-03  1.889463E-03  3.969925E-03  1.414233E-03 -9.152163E-05  2.710891E-01 -6.285105E-02  4.763074E-02  5.371920E-02  3.174061E-02 -3.174942E-03  7.906317E-04  1.660248E-03  5.903697E-04 -3.829854E-05  1.084701E-01 -2.516420E-02  1.701055E-02  1.918168E-02  1.119384E-02 -1.120259E-03
  7.003448E-03  4.040949E+00 -8.249789E-01  1.348457E+00 -3.088611E-01  2.445768E-01  2.662736E-01  1.645507E-01 -1.615859E-02  6.040842E-01 -1.406287E-01  1.151823E-01  1.247591E-01  7.811804E-02 -7.792858E-03  2.155170E-03  4.347401E-03  1.631193E-03 -1.054687E-04  2.776219E-01 -6.484961E-02  5.130536E-02  5.551426E-02  3.468607E-02 -3.471021E-03  9.017980E-04  1.818052E-03  6.809246E-04 -4.413971E-05  1.110817E-01 -2.596481E-02  1.832274E-02  1.982236E-02  1.223251E-02 -1.224754E-03
  7.362524E-03  4.150391E+00 -8.471377E-01  1.380046E+00 -3.182714E-01  2.635097E-01  2.751312E-01  1.797823E-01 -1.764399E-02  6.178968E-01 -1.449741E-01  1.240693E-01  1.288501E-01  8.532995E-02 -8.514695E-03  2.458507E-03  4.759038E-03  1.880870E-03 -1.214999E-04  2.839367E-01 -6.685920E-02  5.526124E-02  5.732938E-02  3.788661E-02 -3.793012E-03  1.028703E-03  1.990126E-03  7.851313E-04 -5.085474E-05  1.136058E-01 -2.676986E-02  1.973535E-02  2.047016E-02  1.336112E-02 -1.338397E-03
  7.740011E-03  4.258611E+00 -8.690290E-01  1.410476E+00 -3.276923E-01  2.838946E-01  2.840894E-01  1.963291E-01 -1.925617E-02  6.311398E-01 -1.493296E-01  1.336321E-01  1.329787E-01  9.316081E-02 -9.298965E-03  2.804765E-03  5.207661E-03  2.168079E-03 -1.399180E-04  2.899850E-01 -6.887390E-02  5.951749E-02  5.916034E-02  4.136149E-02 -4.142921E-03  1.173559E-03  2.177647E-03  9.049975E-04 -5.857078E-05  1.160229E-01 -2.757700E-02  2.125518E-02  2.112356E-02  1.458646E-02 -1.461898E-03
