        r(a.u)         P(1s)         Q(1s)
  0.000000E+00  0.000000E+00  0.000000E+00
  6.538033E+00  1.892446E-02 -6.905016E-05
  6.873245E+00  1.422843E-02 -5.191562E-05
  7.225644E+00  1.051541E-02 -3.836784E-05
  7.596111E+00  7.632181E-03 -2.784773E-05
  7.985572E+00  5.435281E-03 -1.983185E-05
  8.395001E+00  3.794228E-03 -1.384409E-05
  8.825422E+00  2.593630E-03 -9.463443E-06
  9.277911E+00  1.734238E-03 -6.327757E-06
  9.753600E+00  1.133010E-03 -4.134042E-06
  1.025368E+01  7.223820E-04 -2.635773E-06
  1.077939E+01  4.489158E-04 -1.637970E-06
  1.133207E+01  2.715544E-04 -9.908274E-07
  1.191307E+01  1.596771E-04 -5.826178E-07
  1.252387E+01  9.113627E-05 -3.325312E-07
  1.316598E+01  5.041264E-05 -1.839418E-07
  1.384102E+01  2.698297E-05 -9.845345E-08
  1.455066E+01  1.395113E-05 -5.090383E-08
  1.529669E+01  6.955486E-06 -2.537865E-08
  1.608097E+01  3.337597E-06 -1.217797E-08
  1.690546E+01  1.538428E-06 -5.613299E-09
  1.777222E+01  6.797692E-07 -2.480291E-09
  1.868342E+01  2.873068E-07 -1.048304E-09
  1.964134E+01  1.158887E-07 -4.228458E-10
  2.064837E+01  4.450473E-08 -1.623855E-10
  2.170704E+01  1.623110E-08 -5.922282E-11
  2.281998E+01  5.606823E-09 -2.045775E-11
  2.398999E+01  1.829380E-09 -6.674906E-12
