        r(a.u)         P(1s)         Q(1s)         P(2s)         Q(2s)        P(2p-)        Q(2p-)         P(2p)         Q(2p)         P(3s)         Q(3s)        P(3p-)        Q(3p-)         P(3p)         Q(3p)        P(3d-)        Q(3d-)         P(3d)         Q(3d)         P(4s)         Q(4s)        P(4p-)        Q(4p-)         P(4p)         Q(4p)
  1.647542E-02  3.925342E+00 -5.188637E-01  1.185520E+00 -1.882614E-01  2.972180E-01  1.623180E-01  2.609936E-01 -1.675013E-02  4.873909E-01 -7.915470E-02  1.251068E-01  6.803167E-02  1.100786E-01 -7.219166E-03  3.382021E-03  3.359569E-03  3.092440E-03 -1.300815E-04  1.921051E-01 -3.131811E-02  4.494717E-02  2.442567E-02  3.939743E-02 -2.592227E-03
  1.732014E-02  3.997523E+00 -5.281663E-01  1.198807E+00 -1.926867E-01  3.217988E-01  1.669175E-01  2.839770E-01 -1.820357E-02  4.923755E-01 -8.105671E-02  1.353995E-01  6.990879E-02  1.197277E-01 -7.852425E-03  3.875345E-03  3.666854E-03  3.556310E-03 -1.493110E-04  1.940373E-01 -3.207333E-02  4.864206E-02  2.509682E-02  4.284842E-02 -2.819979E-03
  1.820816E-02  4.064824E+00 -5.368075E-01  1.209332E+00 -1.969535E-01  3.482160E-01  1.714684E-01  3.087566E-01 -1.976762E-02  4.961550E-01 -8.289406E-02  1.464502E-01  7.175708E-02  1.301215E-01 -8.534877E-03  4.439191E-03  3.999953E-03  4.087813E-03 -1.712881E-04  1.954898E-01 -3.280309E-02  5.260844E-02  2.575715E-02  4.656523E-02 -3.065475E-03
  1.914172E-02  4.126638E+00 -5.447075E-01  1.216775E+00 -2.010313E-01  3.765727E-01  1.759501E-01  3.354387E-01 -2.144843E-02  4.985897E-01 -8.465363E-02  1.582992E-01  7.356686E-02  1.413021E-01 -9.269403E-03  5.083280E-03  4.360691E-03  4.696408E-03 -1.963856E-04  1.964069E-01 -3.350217E-02  5.686060E-02  2.640313E-02  5.056278E-02 -3.329762E-03
  2.012314E-02  4.182343E+00 -5.517849E-01  1.220796E+00 -2.048881E-01  4.069726E-01  1.803406E-01  3.641312E-01 -2.325212E-02  4.995331E-01 -8.632143E-02  1.709861E-01  7.532768E-02  1.533115E-01 -1.005891E-02  5.818591E-03  4.750974E-03  5.392793E-03 -2.250238E-04  1.967306E-01 -3.416498E-02  6.141262E-02  2.703095E-02  5.485592E-02 -3.613895E-03
  2.115487E-02  4.231310E+00 -5.579571E-01  1.221043E+00 -2.084899E-01  4.395186E-01  1.846162E-01  3.949416E-01 -2.518476E-02  4.988328E-01 -8.788258E-02  1.845499E-01  7.702828E-02  1.661911E-01 -1.090629E-02  6.657513E-03  5.172778E-03  6.189053E-03 -2.576742E-04  1.964002E-01 -3.478562E-02  6.627821E-02  2.763648E-02  5.945926E-02 -3.918933E-03
  2.223951E-02  4.272903E+00 -5.631415E-01  1.217153E+00 -2.118013E-01  4.743120E-01  1.887516E-01  4.279768E-01 -2.725227E-02  4.963313E-01 -8.932137E-02  1.990278E-01  7.865663E-02  1.799812E-01 -1.181441E-02  7.614001E-03  5.628147E-03  7.098814E-03 -2.948661E-04  1.953531E-01 -3.535779E-02  7.147046E-02  2.821533E-02  6.438694E-02 -4.245920E-03
  2.337976E-02  4.306493E+00 -5.672559E-01  1.208751E+00 -2.147851E-01  5.114508E-01  1.927200E-01  4.633414E-01 -2.946032E-02  4.918666E-01 -9.062129E-02  2.144547E-01  8.019987E-02  1.947202E-01 -1.278608E-02  8.703749E-03  6.119180E-03  8.137426E-03 -3.371918E-04  1.935250E-01 -3.587492E-02  7.700157E-02  2.876279E-02  6.965240E-02 -4.595879E-03
  2.457847E-02  4.331458E+00 -5.702202E-01  1.195457E+00 -2.174028E-01  5.510283E-01  1.964931E-01  5.011361E-01 -3.181425E-02  4.852740E-01 -9.176510E-02  2.308625E-01  8.164441E-02  2.104439E-01 -1.382398E-02  9.944385E-03  6.648025E-03  9.322143E-03 -3.853130E-04  1.908502E-01 -3.633008E-02  8.288255E-02  2.927390E-02  7.526808E-02 -4.969792E-03
  2.583863E-02  4.347198E+00 -5.719567E-01  1.176885E+00 -2.196149E-01  5.931313E-01  2.000412E-01  5.414562E-01 -3.431896E-02  4.763869E-01 -9.273489E-02  2.482788E-01  8.297589E-02  2.271845E-01 -1.493061E-02  1.135567E-02  7.216858E-03  1.067233E-02 -4.399678E-04  1.872628E-01 -3.671612E-02  8.912286E-02  2.974339E-02  8.124507E-02 -5.368585E-03
  2.716341E-02  4.353139E+00 -5.723920E-01  1.152651E+00 -2.213809E-01  6.378380E-01  2.033333E-01  5.843895E-01 -3.697875E-02  4.650394E-01 -9.351219E-02  2.667260E-01  8.417927E-02  2.449695E-01 -1.610830E-02  1.295971E-02  7.827873E-03  1.220968E-02 -5.019769E-04  1.826968E-01 -3.702561E-02  9.573002E-02  3.016574E-02  8.759274E-02 -5.793108E-03
  2.855611E-02  4.348747E+00 -5.714579E-01  1.122373E+00 -2.226601E-01  6.852156E-01  2.063375E-01  6.300142E-01 -3.979722E-02  4.510678E-01 -9.407808E-02  2.862205E-01  8.523885E-02  2.638210E-01 -1.735906E-02  1.478121E-02  8.483261E-03  1.395845E-02 -5.722515E-04  1.770872E-01 -3.725095E-02  1.027092E-01  3.053522E-02  9.431832E-02 -6.244110E-03
  3.002022E-02  4.333535E+00 -5.690930E-01  1.085680E+00 -2.234113E-01  7.353181E-01  2.090209E-01  6.783962E-01 -4.277710E-02  4.343133E-01 -9.441336E-02  3.067704E-01  8.613840E-02  2.837535E-01 -1.868457E-02  1.684768E-02  9.185183E-03  1.594570E-02 -6.518003E-04  1.703711E-01 -3.738441E-02  1.100625E-01  3.084585E-02  1.014264E-01 -6.722216E-03
  3.155939E-02  4.307077E+00 -5.652439E-01  1.042217E+00 -2.235939E-01  7.881834E-01  2.113498E-01  7.295867E-01 -4.592005E-02  4.146245E-01 -9.449871E-02  3.283752E-01  8.686120E-02  3.047735E-01 -2.008607E-02  1.918975E-02  9.935749E-03  1.820157E-02 -7.417369E-04  1.624886E-01 -3.741818E-02  1.177889E-01  3.109149E-02  1.089184E-01 -7.227899E-03
  3.317748E-02  4.269018E+00 -5.598671E-01  9.916488E-01 -2.231680E-01  8.438301E-01  2.132901E-01  7.836188E-01 -4.922653E-02  3.918611E-01 -9.431490E-02  3.510231E-01  8.739019E-02  3.268771E-01 -2.156430E-02  2.184137E-02  1.073698E-02  2.075950E-02 -8.432879E-04  1.533842E-01 -3.734449E-02  1.258832E-01  3.126588E-02  1.167919E-01 -7.761448E-03
  3.487853E-02  4.219086E+00 -5.529303E-01  9.336708E-01 -2.220951E-01  9.022546E-01  2.148080E-01  8.405049E-01 -5.269559E-02  3.658968E-01 -9.384301E-02  3.746900E-01  8.770810E-02  3.500486E-01 -2.311939E-02  2.484014E-02  1.159079E-02  2.365657E-02 -9.577992E-04  1.430083E-01 -3.715564E-02  1.343353E-01  3.136266E-02  1.250403E-01 -8.322934E-03
  3.666679E-02  4.157104E+00 -5.444137E-01  8.680147E-01 -2.203389E-01  9.634276E-01  2.158695E-01  9.002327E-01 -5.632462E-02  3.366238E-01 -9.306467E-02  3.993372E-01  8.779762E-02  3.742584E-01 -2.475077E-02  2.822756E-02  1.249891E-02  2.693376E-02 -1.086744E-03  1.313184E-01 -3.684417E-02  1.431300E-01  3.137544E-02  1.336517E-01 -8.912178E-03
  3.854674E-02  4.083000E+00 -5.343118E-01  7.944581E-01 -2.178655E-01  1.027290E+00  2.164418E-01  9.627618E-01 -6.010920E-02  3.039564E-01 -9.196243E-02  4.249095E-01  8.764155E-02  3.994614E-01 -2.645707E-02  3.204931E-02  1.346290E-02  3.063619E-02 -1.231728E-03  1.182816E-01 -3.640293E-02  1.522458E-01  3.129790E-02  1.426083E-01 -9.528706E-03
  4.052308E-02  3.996819E+00 -5.226345E-01  7.128329E-01 -2.146448E-01  1.093751E+00  2.164928E-01  1.028020E+00 -6.404286E-02  2.678364E-01 -9.051998E-02  4.513331E-01  8.722309E-02  4.255943E-01 -2.823599E-02  3.635552E-02  1.448405E-02  3.481345E-02 -1.394496E-03  1.038756E-01 -3.582523E-02  1.616544E-01  3.112382E-02  1.518858E-01 -1.017171E-02
  4.260074E-02  3.898734E+00 -5.094084E-01  6.230353E-01 -2.106509E-01  1.162680E+00  2.159925E-01  1.095899E+00 -6.811683E-02  2.282375E-01 -8.872258E-02  4.785133E-01  8.652598E-02  4.525740E-01 -3.008422E-02  4.120103E-02  1.556335E-02  3.951982E-02 -1.576935E-03  8.809152E-02 -3.510497E-02  1.713195E-01  3.084718E-02  1.614525E-01 -1.084002E-02
  4.478493E-02  3.789048E+00 -4.946777E-01  5.250357E-01 -2.058627E-01  1.233909E+00  2.149130E-01  1.166251E+00 -7.231987E-02  1.851709E-01 -8.655741E-02  5.063324E-01  8.553483E-02  4.802945E-01 -3.199729E-02  4.664560E-02  1.670144E-02  4.481455E-02 -1.781077E-03  7.093552E-02 -3.423680E-02  1.811964E-01  3.046231E-02  1.712681E-01 -1.153203E-02
  4.708111E-02  3.668208E+00 -4.785050E-01  4.188888E-01 -2.002653E-01  1.307224E+00  2.132292E-01  1.238885E+00 -7.663803E-02  1.386906E-01 -8.401396E-02  5.346471E-01  8.423542E-02  5.086253E-01 -3.396945E-02  5.275415E-02  1.789851E-02  5.076201E-02 -2.009103E-03  5.243132E-02 -3.321628E-02  1.912308E-01  2.996391E-02  1.812833E-01 -1.224567E-02
  4.949501E-02  3.536804E+00 -4.609719E-01  3.047439E-01 -1.938506E-01  1.382363E+00  2.109193E-01  1.313561E+00 -8.105447E-02  8.889910E-02 -8.108448E-02  5.632866E-01  8.261493E-02  5.374086E-01 -3.599359E-02  5.959688E-02  1.915432E-02  5.743192E-02 -2.263336E-03  3.262243E-02 -3.204005E-02  2.013583E-01  2.934722E-02  1.914387E-01 -1.297838E-02
  5.203268E-02  3.395572E+00 -4.421786E-01  1.828545E-01 -1.866181E-01  1.459011E+00  2.079660E-01  1.389989E+00 -8.554929E-02  3.595320E-02 -7.776440E-02  5.920504E-01  8.066238E-02  5.664571E-01 -3.806109E-02  6.724937E-02  2.046801E-02  6.489940E-02 -2.546240E-03  1.157458E-02 -3.070601E-02  2.115031E-01  2.860815E-02  2.016638E-01 -1.372705E-02
  5.470045E-02  3.245391E+00 -4.222441E-01  5.358836E-02 -1.785759E-01  1.536803E+00  2.043564E-01  1.467825E+00 -9.009938E-02 -1.993050E-02 -7.405276E-02  6.207060E-01  7.836888E-02  5.955521E-01 -4.016175E-02  7.579263E-02  2.183815E-02  7.324505E-02 -2.860412E-03 -1.062203E-02 -2.921350E-02  2.215777E-01  2.774340E-02  2.118766E-01 -1.448795E-02
  5.750501E-02  3.087281E+00 -4.013053E-01 -8.256457E-02 -1.697413E-01  1.615314E+00  2.000830E-01  1.546668E+00 -9.467830E-02 -7.847015E-02 -6.995268E-02  6.489872E-01  7.572808E-02  6.244411E-01 -4.228366E-02  8.531297E-02  2.326258E-02  8.255486E-02 -3.208566E-03 -3.385039E-02 -2.756351E-02  2.314822E-01  2.675057E-02  2.219825E-01 -1.525676E-02
  6.045335E-02  2.922389E+00 -3.795154E-01 -2.249843E-01 -1.601418E-01  1.694062E+00  1.951446E-01  1.626057E+00 -9.925629E-02 -1.393136E-01 -6.547180E-02  6.765931E-01  7.273649E-02  6.528364E-01 -4.441316E-02  9.590190E-02  2.473840E-02  9.292005E-02 -3.593523E-03 -5.796464E-02 -2.575880E-02  2.411034E-01  2.562834E-02  2.318739E-01 -1.602848E-02
  6.355287E-02  2.751984E+00 -3.570427E-01 -3.729150E-01 -1.498154E-01  1.772507E+00  1.895465E-01  1.705473E+00 -1.038002E-01 -2.020341E-01 -6.062264E-02  7.031864E-01  6.939386E-02  6.804141E-01 -4.653476E-02  1.076557E-01  2.626185E-02  1.044368E-01 -4.018183E-03 -8.278817E-02 -2.380416E-02  2.503147E-01  2.437661E-02  2.414295E-01 -1.679743E-02
  6.681129E-02  2.577431E+00 -3.340678E-01 -5.254614E-01 -1.388113E-01  1.850050E+00  1.833011E-01  1.784336E+00 -1.082736E-01 -2.661266E-01 -5.542301E-02  7.283935E-01  6.570355E-02  7.068126E-01 -4.863114E-02  1.206752E-01  2.782827E-02  1.172058E-01 -4.485498E-03 -1.081121E-01 -2.170650E-02  2.589760E-01  2.299661E-02  2.505143E-01 -1.755724E-02
  7.023678E-02  2.400180E+00 -3.107814E-01 -6.815870E-01 -1.271901E-01  1.926036E+00  1.764287E-01  1.862006E+00 -1.126369E-01 -3.310050E-01 -4.989631E-02  7.518043E-01  6.167291E-02  7.316335E-01 -5.068312E-02  1.350646E-01  2.943203E-02  1.313316E-01 -4.998438E-03 -1.336941E-01 -1.947501E-02  2.669336E-01  2.149110E-02  2.589796E-01 -1.830086E-02
  7.383790E-02  2.221735E+00 -2.873806E-01 -8.401158E-01 -1.150241E-01  1.999757E+00  1.689575E-01  1.937789E+00 -1.168478E-01 -3.960015E-01 -4.407181E-02  7.729734E-01  5.731354E-02  7.544411E-01 -5.266972E-02  1.509314E-01  3.106649E-02  1.469217E-01 -5.559949E-03 -1.592579E-01 -1.712132E-02  2.740205E-01  1.986441E-02  2.666626E-01 -1.902050E-02
  7.762366E-02  2.043632E+00 -2.640659E-01 -9.997371E-01 -1.023970E-01  2.070457E+00  1.609242E-01  2.010937E+00 -1.208613E-01 -4.603662E-01 -3.798478E-02  7.914220E-01  5.264163E-02  7.747648E-01 -5.456827E-02  1.683846E-01  3.272394E-02  1.640857E-01 -6.172902E-03 -1.844934E-01 -1.465953E-02  2.800576E-01  1.812263E-02  2.733880E-01 -1.970777E-02
  8.160351E-02  1.867405E+00 -2.410367E-01 -1.159014E+00 -8.940337E-02  2.137338E+00  1.523739E-01  2.080658E+00 -1.246303E-01 -5.232701E-01 -3.167658E-02  8.066406E-01  4.767818E-02  7.921013E-01 -5.635450E-02  1.875338E-01  3.439555E-02  1.829338E-01 -6.840036E-03 -2.090574E-01 -1.210629E-02  2.848543E-01  1.627371E-02  2.789681E-01 -2.035360E-02
  8.578741E-02  1.694561E+00 -2.184879E-01 -1.316395E+00 -7.614833E-02  2.199569E+00  1.433601E-01  2.146120E+00 -1.281063E-01 -5.838090E-01 -2.519463E-02  8.180937E-01  4.244915E-02  8.059182E-01 -5.800275E-02  2.084872E-01  3.607138E-02  2.035754E-01 -7.563890E-03 -2.325756E-01 -9.480802E-03  2.882106E-01  1.432745E-02  2.832049E-01 -2.094842E-02
  9.018583E-02  1.526541E+00 -1.966051E-01 -1.470233E+00 -6.274631E-02  2.256299E+00  1.339448E-01  2.206464E+00 -1.312399E-01 -6.410106E-01 -1.859216E-02  8.252248E-01  3.698557E-02  8.156595E-01 -5.948625E-02  2.313503E-01  3.774038E-02  2.261168E-01 -8.346727E-03 -2.546454E-01 -6.804755E-03  2.899189E-01  1.229568E-02  2.858916E-01 -2.148215E-02
  9.480976E-02  1.364692E+00 -1.755610E-01 -1.618806E+00 -4.931979E-02  2.306663E+00  1.241975E-01  2.260817E+00 -1.339818E-01 -6.938444E-01 -1.192793E-02  8.274633E-01  3.132355E-02  8.207514E-01 -6.077738E-02  2.562231E-01  3.939041E-02  2.506598E-01 -9.190454E-03 -2.748396E-01 -4.102227E-03  2.897669E-01  1.019216E-02  2.868153E-01 -2.194437E-02
  9.967077E-02  1.210238E+00 -1.555114E-01 -1.760340E+00 -3.599763E-02  2.349806E+00  1.141950E-01  2.308302E+00 -1.362832E-01 -7.412333E-01 -5.265694E-03  8.242335E-01  2.550414E-02  8.206108E-01 -6.184808E-02  2.831977E-01  4.100826E-02  2.772983E-01 -1.009653E-02 -2.927123E-01 -1.399500E-03  2.875411E-01  8.032634E-03  2.857603E-01 -2.232442E-02
  1.047810E-01  1.064249E+00 -1.365915E-01 -1.893045E+00 -2.291310E-02  2.384893E+00  1.040206E-01  2.348057E+00 -1.380977E-01 -7.820702E-01  1.326450E-03  8.149639E-01  1.957314E-02  8.146544E-01 -6.267032E-02  3.123559E-01  4.257975E-02  3.061160E-01 -1.106586E-02 -3.078048E-01  1.275182E-03  2.830304E-01  5.834720E-03  2.825115E-01 -2.261159E-02
  1.101532E-01  9.276210E-01 -1.189135E-01 -2.015145E+00 -1.020154E-02  2.411128E+00  9.376247E-02  2.379254E+00 -1.393814E-01 -8.152358E-01  7.776949E-03  7.990989E-01  1.358075E-02  8.023101E-01 -6.321654E-02  3.437652E-01  4.408984E-02  3.371831E-01 -1.209871E-02 -3.196541E-01  3.891945E-03  2.760309E-01  3.617830E-03  2.768592E-01 -2.279528E-02
  1.158009E-01  8.010529E-01 -1.025637E-01 -2.124918E+00  2.002139E-03  2.427779E+00  8.351290E-02  2.401118E+00 -1.400947E-01 -8.396208E-01  1.401182E-02  7.761121E-01  7.581064E-03  7.830296E-01 -6.346030E-02  3.774761E-01  4.552274E-02  3.705530E-01 -1.319457E-02 -3.278021E-01  6.419675E-03  2.663513E-01  1.402988E-03  2.686038E-01 -2.286521E-02
  1.217382E-01  6.850384E-01 -8.760142E-02 -2.220738E+00  1.356633E-02  2.434190E+00  7.336646E-02  2.412945E+00 -1.402033E-01 -8.541506E-01  1.995585E-02  7.455204E-01  1.631478E-03  7.563025E-01 -6.337688E-02  4.135180E-01  4.686209E-02  4.062583E-01 -1.435207E-02 -3.318066E-01  8.826506E-03  2.538185E-01 -7.873788E-04  2.575620E-01 -2.281167E-02
  1.279798E-01  5.798578E-01 -7.405823E-02 -2.301114E+00  2.436566E-02  2.429810E+00  6.341838E-02  2.414128E+00 -1.396793E-01 -8.578124E-01  2.553402E-02  7.068998E-01 -4.208110E-03  7.216717E-01 -6.294391E-02  4.518953E-01  4.809117E-02  4.443070E-01 -1.556887E-02 -3.312532E-01  1.108036E-02  2.382845E-01 -2.929717E-03  2.435726E-01 -2.262577E-02
  1.345415E-01  4.855793E-01 -6.193838E-02 -2.364738E+00  3.428401E-02  2.414211E+00  5.376266E-02  2.404175E+00 -1.385025E-01 -8.496851E-01  3.067300E-02  6.599023E-01 -9.876187E-03  6.787503E-01 -6.214215E-02  4.925835E-01  4.919311E-02  4.846786E-01 -1.684154E-02 -3.257686E-01  1.314958E-02  2.196328E-01 -4.999674E-03  2.265037E-01 -2.229968E-02
  1.414396E-01  4.020677E-01 -5.121998E-02 -2.410525E+00  4.321759E-02  2.387106E+00  4.449007E-02  2.382733E+00 -1.366612E-01 -8.289706E-01  3.530277E-02  6.042726E-01 -1.531066E-02  6.272386E-01 -6.095616E-02  5.355247E-01  5.015118E-02  5.273195E-01 -1.816546E-02 -3.150351E-01  1.500358E-02  1.977860E-01 -6.972479E-03  2.062597E-01 -2.182694E-02
  1.486913E-01  3.289997E-01 -4.185709E-02 -2.437654E+00  5.107783E-02  2.348371E+00  3.568614E-02  2.349604E+00 -1.341536E-01 -7.950260E-01  3.935840E-02  5.398661E-01 -2.045000E-02  5.669420E-01 -5.937504E-02  5.806239E-01  5.094908E-02  5.721394E-01 -1.953477E-02 -2.988052E-01  1.661361E-02  1.727134E-01 -8.823375E-03  1.827891E-01 -2.120274E-02
  1.563149E-01  2.658850E-01 -3.378268E-02 -2.445604E+00  5.779402E-02  2.298060E+00  2.742916E-02  2.304764E+00 -1.309880E-01 -7.473960E-01  4.278178E-02  4.666659E-01 -2.523449E-02  4.977886E-01 -5.739311E-02  6.277447E-01  5.157123E-02  6.190070E-01 -2.094226E-02 -2.769165E-01  1.795345E-02  1.444381E-01 -1.052810E-02  1.560919E-01 -2.042418E-02
  1.643293E-01  2.120930E-01 -2.691205E-02 -2.434183E+00  6.331570E-02  2.236412E+00  1.978821E-02  2.248379E+00 -1.271840E-01 -6.858438E-01  4.552334E-02  3.847991E-01 -2.960756E-02  4.198461E-01 -5.501056E-02  6.767063E-01  5.200318E-02  6.677464E-01 -2.237934E-02 -2.493075E-01  1.900024E-02  1.130447E-01 -1.206337E-02  1.262269E-01 -1.949054E-02
  1.727547E-01  1.668829E-01 -2.114689E-02 -2.403554E+00  6.761445E-02  2.163867E+00  1.282140E-02  2.180808E+00 -1.227721E-01 -6.103806E-01  4.754377E-02  2.945515E-01 -3.351710E-02  3.333372E-01 -5.223400E-02  7.272794E-01  5.223187E-02  7.181338E-01 -2.383604E-02 -2.160309E-01  1.973516E-02  7.868611E-02 -1.340747E-02  9.331925E-02 -1.840352E-02
  1.816120E-01  1.294360E-01 -1.637942E-02 -2.354243E+00  7.068516E-02  2.081063E+00  6.574345E-03  2.102617E+00 -1.177941E-01 -5.212903E-01  4.881552E-02  1.963796E-01 -3.691680E-02  2.386534E-01 -4.907693E-02  7.791846E-01  5.224606E-02  7.698951E-01 -2.530098E-02 -1.772676E-01  2.014420E-02  4.158927E-02 -1.454074E-02  5.756631E-02 -1.716747E-02
  1.909235E-01  9.888863E-02 -1.249665E-02 -2.287143E+00  7.254667E-02  1.988834E+00  1.078890E-03  2.014570E+00 -1.123025E-01 -4.191503E-01  4.932412E-02  9.092079E-02 -3.976751E-02  1.363651E-01 -4.556004E-02  8.320903E-01  5.203667E-02  8.227040E-01 -2.676145E-02 -1.333369E-01  2.021878E-02  2.060404E-03 -1.544615E-02  1.924345E-02 -1.578954E-02
  2.007123E-01  7.436356E-02 -9.384396E-03 -2.203508E+00  7.324156E-02  1.888200E+00 -3.647714E-03  1.917626E+00 -1.063601E-01 -3.048449E-01  4.906926E-02 -2.100210E-02 -4.203837E-02  2.722902E-02 -4.171139E-02  8.856121E-01  5.159707E-02  8.761814E-01 -2.820347E-02 -8.470560E-02  1.995631E-02 -3.951158E-02 -1.610981E-02 -2.129209E-02 -1.427976E-02
  2.110031E-01  5.499904E-02 -6.931002E-03 -2.104925E+00  7.283523E-02  1.780355E+00 -7.603249E-03  1.812922E+00 -1.000384E-01 -1.795719E-01  4.806549E-02 -1.383794E-01 -4.370795E-02 -8.780955E-02 -3.756633E-02  9.393134E-01  5.092343E-02  9.298954E-01 -2.961194E-02 -3.199323E-02  1.936061E-02 -8.265331E-02 -1.652146E-02 -6.359871E-02 -1.265112E-02
  2.218214E-01  3.997353E-02 -5.030424E-03 -1.993282E+00  7.141412E-02  1.666636E+00 -1.080049E-02  1.701755E+00 -9.341663E-02 -4.483924E-02  4.634255E-02 -2.600193E-01 -4.476508E-02 -2.076192E-01 -3.316730E-02  9.927074E-01  5.001500E-02  9.833639E-01 -3.097082E-02  2.402686E-02  1.844223E-02 -1.268073E-01 -1.667489E-02 -1.071501E-01 -1.091952E-02
  2.331945E-01  2.852566E-02 -3.584726E-03 -1.870721E+00  6.908325E-02  1.548503E+00 -1.326664E-02  1.585556E+00 -8.657960E-02  9.754792E-02  4.394527E-02 -3.845577E-01 -4.520954E-02 -3.308907E-01 -2.856332E-02  1.045260E+00  4.887427E-02  1.036057E+00 -3.226331E-02  8.243053E-02  1.721852E-02 -1.713347E-01 -1.656828E-02 -1.513372E-01 -9.103660E-03
  2.451506E-01  1.996869E-02 -2.505851E-03 -1.739582E+00  6.596292E-02  1.427496E+00 -1.504235E-02  1.465850E+00 -7.961591E-02  2.455108E-01  4.093297E-02 -5.104752E-01 -4.505243E-02 -4.561517E-01 -2.380931E-02  1.096397E+00  4.750719E-02  1.087403E+00 -3.347216E-02  1.421511E-01  1.571358E-02 -2.155209E-01 -1.620449E-02 -1.954726E-01 -7.224827E-03
  2.577197E-01  1.369931E-02 -1.716674E-03 -1.602332E+00  6.218499E-02  1.305203E+00 -1.618015E-02  1.344225E+00 -7.261557E-02  3.967321E-01  3.737840E-02 -6.361198E-01 -4.431619E-02 -5.817874E-01 -1.896514E-02  1.145508E+00  4.592320E-02  1.136794E+00 -3.457995E-02  2.019933E-01  1.395799E-02 -2.585834E-01 -1.559116E-02 -2.387982E-01 -5.306597E-03
  2.709333E-01  9.201254E-03 -1.151379E-03 -1.461497E+00  5.788855E-02  1.183214E+00 -1.674261E-02  1.222288E+00 -6.566763E-02  5.487019E-01  3.336615E-02 -7.597365E-01 -4.303440E-02 -7.060685E-01 -1.409448E-02  1.191957E+00  4.413522E-02  1.183595E+00 -3.556945E-02  2.606520E-01  1.198828E-02 -2.996838E-01 -1.474077E-02 -2.804952E-01 -3.374455E-03
  2.848244E-01  6.044170E-03 -7.552474E-04 -1.319581E+00  5.321552E-02  1.063079E+00 -1.680003E-02  1.101620E+00 -5.885779E-02  6.987742E-01  2.899067E-02 -8.795026E-01 -4.125115E-02 -8.271848E-01 -9.263422E-03  1.235092E+00  4.215963E-02  1.227156E+00 -3.642399E-02  3.167381E-01  9.846246E-03 -3.379415E-01 -1.367051E-02 -3.196977E-01 -1.455318E-03
  2.994276E-01  3.878704E-03 -4.839719E-04 -1.178995E+00  4.830600E-02  9.462635E-01 -1.642796E-02  9.837307E-01 -5.226604E-02  8.442324E-01  2.435380E-02 -9.935689E-01 -3.902006E-02 -9.432848E-01 -4.538984E-03  1.274258E+00  4.001597E-02  1.266819E+00 -3.712787E-02  3.688083E-01  7.578030E-03 -3.724512E-01 -1.240203E-02 -3.555091E-01  4.230136E-04
  3.147796E-01  2.428799E-03 -3.026261E-04 -1.041982E+00  4.329398E-02  8.341076E-01 -1.570457E-02  8.700207E-01 -4.596453E-02  9.823627E-01  1.956201E-02 -1.100105E+00 -3.640301E-02 -1.052520E+00  1.256757E-05  1.308809E+00  3.772677E-02  1.301936E+00 -3.766674E-02  4.154010E-01  5.233031E-03 -4.023031E-01 -1.096105E-02 -3.870209E-01  2.232478E-03
  3.309187E-01  1.482247E-03 -1.844242E-04 -9.105489E-01  3.830325E-02  7.277912E-01 -1.470804E-02  7.617386E-01 -4.001566E-02  1.110532E+00  1.472337E-02 -1.197349E+00 -3.346857E-02 -1.153095E+00  4.327425E-03  1.338125E+00  3.531707E-02  1.331884E+00 -3.802805E-02  4.550756E-01  2.862654E-03 -4.266048E-01 -9.376874E-03 -4.133347E-01  3.945413E-03
  3.478853E-01  8.804733E-04 -1.093950E-04 -7.864191E-01  3.344405E-02  6.283024E-01 -1.351399E-02  6.599501E-01 -3.447063E-02  1.226270E+00  9.944369E-03 -1.283657E+00 -3.029016E-02 -1.243314E+00  8.345981E-03  1.361625E+00  3.281403E-02  1.356076E+00 -3.820143E-02  4.864558E-01  5.189424E-04 -4.445056E-01 -7.681683E-03 -4.335852E-01  5.535257E-03
  3.657218E-01  5.083846E-04 -6.307538E-05 -6.709858E-01  2.881027E-02  5.364153E-01 -1.219324E-02  5.655116E-01 -2.936834E-02  1.327348E+00  5.326783E-03 -1.357554E+00 -2.694400E-02 -1.321637E+00  1.201450E-02  1.378784E+00  3.024637E-02  1.373979E+00 -3.817902E-02  5.082741E-01 -1.746856E-03 -4.552217E-01 -5.909834E-03 -4.469659E-01  6.977253E-03
  3.844727E-01  2.849269E-04 -3.530125E-05 -5.652888E-01  2.447771E-02  4.526761E-01 -1.080986E-02  4.790539E-01 -2.473491E-02  1.411855E+00  9.645714E-04 -1.417783E+00 -2.350698E-02 -1.386722E+00  1.528669E-02  1.389149E+00  2.764376E-02  1.385134E+00 -3.795584E-02  5.194169E-01 -3.885757E-03 -4.580622E-01 -4.096997E-03 -4.527540E-01  8.249132E-03
  4.041851E-01  1.547720E-04 -1.914880E-05 -4.700049E-01  2.050305E-02  3.773997E-01 -9.419651E-03  4.009745E-01 -2.058361E-02  1.478265E+00 -3.058906E-03 -1.463346E+00 -2.005450E-02 -1.437481E+00  1.812503E-02  1.392353E+00  2.503619E-02  1.389163E+00 -3.753004E-02  5.189685E-01 -5.852463E-03 -4.524543E-01 -2.279265E-03 -4.503362E-01  9.331764E-03
